accX,accY,accZ,gyrX,gyrY,gyrZ
0.05,0.81,-0.68,-84.41,93.14,-34.18
0.10,0.91,-0.56,-84.41,93.14,-34.18
0.14,1.03,-0.47,-82.64,85.45,-35.34
0.14,1.03,-0.47,-82.64,85.45,-35.34
0.18,1.09,-0.39,-70.31,82.64,-44.01
0.18,1.09,-0.39,-51.09,81.97,-56.21
0.20,1.08,-0.38,-51.09,81.97,-56.21
0.19,1.03,-0.42,-30.82,81.85,-67.38
0.19,1.03,-0.42,-30.82,81.85,-67.38
0.16,0.92,-0.47,-10.93,79.59,-75.26
0.16,0.92,-0.47,-10.93,63.96,-77.27
0.15,0.81,-0.49,6.04,75.32,-77.27
0.16,0.78,-0.52,19.71,69.89,-71.78
0.16,0.78,-0.52,19.71,69.89,-71.78
0.21,0.77,-0.57,29.11,64.15,-63.29
0.21,0.77,-0.57,29.11,64.15,-63.29
0.24,0.76,-0.59,34.42,55.91,-57.68
0.24,0.76,-0.59,34.79,44.68,-54.38
0.23,0.76,-0.58,34.79,44.68,-54.38
0.21,0.75,-0.54,32.10,34.42,-50.66
0.21,0.75,-0.54,32.10,34.42,-50.66
0.20,0.74,-0.51,27.77,28.26,-44.62
0.20,0.74,-0.51,27.77,28.26,-44.62
0.22,0.76,-0.47,21.24,24.84,-36.25
0.22,0.80,-0.43,15.20,22.22,-28.56
0.22,0.80,-0.43,15.20,22.22,-28.56
0.23,0.84,-0.40,10.38,20.14,-22.95
0.23,0.84,-0.40,10.38,20.14,-22.95
0.26,0.89,-0.37,6.47,19.10,-19.29
0.26,0.89,-0.37,6.47,19.10,-18.31
0.28,0.95,-0.35,4.21,18.19,-18.31
0.30,1.01,-0.31,3.85,16.42,-20.63
0.30,1.01,-0.31,3.85,16.42,-20.63
0.31,1.03,-0.28,7.14,13.85,-26.18
0.31,1.03,-0.28,7.14,13.85,-26.18
0.31,1.01,-0.25,14.04,11.72,-33.20
0.31,1.01,-0.25,21.91,8.67,-38.09
0.28,0.97,-0.23,21.91,8.67,-38.09
0.25,0.90,-0.25,29.42,7.87,-39.49
0.25,0.90,-0.25,29.42,7.87,-39.49
0.25,0.85,-0.29,33.14,9.64,-37.23

0.50,0.58,-2.02,-30.64,-75.07,63.96
0.50,0.58,-2.02,-30.64,-75.07,63.96
0.47,0.51,-2.32,-53.53,-171.75,89.23
0.27,0.65,-2.39,-112.61,-278.81,114.69
0.27,0.65,-2.39,-112.61,-278.81,114.69
-0.04,0.67,-2.41,-165.65,-383.91,138.24
-0.04,0.67,-2.41,-165.65,-383.91,138.24
-0.43,0.78,-2.31,-225.83,-480.77,157.84
-0.87,1.06,-1.93,-308.23,-566.28,173.28
-0.87,1.06,-1.93,-308.23,-566.28,173.28
-1.30,1.40,-1.35,-388.00,-621.40,181.15
-1.30,1.40,-1.35,-388.00,-621.40,181.15
-1.59,1.66,-0.70,-432.80,-636.66,185.36
-1.66,2.10,-0.00,-456.54,-623.54,186.16
-1.66,2.10,-0.00,-456.54,-623.54,186.16
-1.50,2.40,0.60,-441.83,-586.67,176.45
-1.50,2.40,0.60,-441.83,-586.67,145.20
-1.28,2.45,1.23,-374.69,-533.51,154.54
-0.98,2.45,1.78,-275.15,-456.42,127.20
-0.98,2.45,1.78,-275.15,-456.42,127.20
-0.71,2.36,2.04,-141.85,-353.39,95.15
-0.71,2.36,2.04,-141.85,-353.39,95.15
-0.51,2.13,1.98,10.74,-231.99,65.73
-0.51,2.13,1.70,146.42,-101.50,41.38
-0.38,1.90,1.69,146.42,-101.50,41.38
-0.33,1.73,1.32,230.35,24.54,17.40
-0.33,1.73,1.32,230.35,24.54,17.40
-0.18,1.47,0.91,270.94,132.26,-3.11
-0.18,1.47,0.91,270.94,132.26,-3.11
-0.14,1.42,0.55,258.42,207.09,-21.67
-0.10,1.30,0.34,238.83,260.38,-34.85
-0.10,1.30,0.34,238.83,260.38,-34.85
-0.10,1.21,0.12,224.30,299.13,-47.24
-0.10,1.21,0.12,224.30,299.13,-47.24
-0.07,1.13,-0.07,205.44,320.74,-54.26
-0.07,1.13,-0.07,194.52,319.76,-54.75
-0.04,1.06,-0.24,194.52,319.76,-54.75
-0.00,0.97,-0.39,190.86,299.44,-48.40
-0.00,0.97,-0.39,190.86,299.44,-48.40
0.04,0.94,-0.51,186.71,268.49,-35.77
0.04,0.94,-0.51,186.71,268.49,-22.22
0.08,0.95,-0.58,177.31,237.37,-22.22
0.16,0.99,-0.62,163.39,210.57,-12.94
0.16,0.99,-0.62,163.39,210.57,-12.94
0.21,1.01,-0.62,145.69,185.55,-9.58
0.21,1.01,-0.62,145.69,185.55,-9.58
0.25,1.01,-0.63,126.40,163.21,-11.47
0.25,1.01,-0.63,95.15,142.21,-16.24
0.26,0.98,-0.62,107.18,142.21,-16.24
0.26,0.95,-0.59,88.50,122.86,-20.14
0.26,0.95,-0.59,88.50,122.86,-20.14
0.26,0.91,-0.56,69.58,106.45,-23.62
0.26,0.91,-0.56,69.58,106.45,-23.62
0.24,0.87,-0.51,51.57,91.49,-25.76
0.24,0.87,-0.51,35.16,78.98,-26.18
0.23,0.84,-0.43,35.16,78.98,-26.18
0.20,0.85,-0.31,20.51,69.70,-24.60
0.20,0.85,-0.31,20.51,69.70,-24.60
0.20,0.82,-0.23,14.16,64.76,-20.63
0.20,0.82,-0.23,14.16,64.76,-20.63
0.16,0.82,-0.15,6.10,62.50,-15.44
0.16,0.82,-0.12,4.58,63.29,-6.90
0.15,0.83,-0.12,4.58,63.29,-6.90
0.15,0.86,-0.12,5.07,67.57,0.43
0.15,0.86,-0.12,5.07,67.57,0.43
0.16,0.89,-0.13,6.71,72.08,6.59
0.16,0.89,-0.13,6.71,72.08,6.59
0.18,0.94,-0.13,9.52,75.93,10.50
0.18,0.97,-0.19,13.43,80.14,11.72
0.22,0.97,-0.19,13.43,80.14,11.72
0.25,1.06,-0.21,11.11,79.71,10.25
0.25,1.06,-0.21,11.11,79.71,10.25
0.28,1.08,-0.21,15.99,74.28,6.23
0.28,1.08,-0.21,15.99,74.28,6.23
0.26,1.09,-0.17,20.94,64.64,0.55
0.26,1.07,-0.13,29.24,55.36,-3.36
0.23,1.07,-0.13,29.24,55.36,-3.36
0.21,1.04,-0.12,34.79,50.60,-6.23
0.21,1.04,-0.12,34.79,50.60,-6.23
0.20,1.01,-0.11,36.01,47.67,-8.30
0.20,1.01,-0.11,36.01,44.92,-9.09
0.19,0.99,-0.09,36.62,44.92,-9.09
0.19,0.96,-0.07,36.87,42.24,-9.77
0.19,0.96,-0.07,36.87,42.24,-9.77
0.20,0.93,-0.05,35.95,40.04,-9.46
0.20,0.93,-0.05,35.95,40.04,-9.46
0.18,0.90,-0.03,34.24,38.02,-8.06
0.18,0.90,-0.03,29.54,36.87,-6.16
0.13,0.87,-0.05,29.54,36.87,-6.16
0.08,0.86,-0.08,19.65,38.09,-4.52
0.08,0.86,-0.08,19.65,38.09,-4.52
0.04,0.83,-0.11,7.02,41.81,-3.97
0.04,0.83,-0.11,-8.61,47.61,-3.11
0.01,0.81,-0.12,-5.49,47.61,-3.11
0.00,0.83,-0.12,-16.17,54.50,-0.12
0.00,0.83,-0.12,-16.17,54.50,-0.12
0.01,0.85,-0.13,-22.28,62.26,4.15
0.01,0.85,-0.13,-22.28,62.26,4.15
0.03,0.89,-0.15,-24.23,69.34,8.54
0.03,0.93,-0.16,-21.30,74.28,12.21
0.05,0.93,-0.16,-21.30,74.28,12.21
0.07,0.97,-0.19,-15.01,76.84,14.34
0.07,0.97,-0.19,-15.01,76.84,14.34
0.08,1.02,-0.24,-9.70,78.25,14.53
0.08,1.02,-0.24,-9.70,78.25,11.41
0.10,1.05,-0.31,-4.94,79.22,11.41
0.12,1.07,-0.35,-1.22,77.70,6.16
0.12,1.07,-0.35,-1.22,77.70,6.16
0.12,1.08,-0.36,1.65,73.49,0.31
0.12,1.08,-0.36,1.65,73.49,0.31
0.14,1.01,-0.39,5.55,68.91,-4.94
0.14,1.01,-0.39,-1.04,63.42,-9.46
0.18,1.05,-0.34,-1.04,63.42,-9.46
0.25,1.02,-0.36,2.93,57.92,-13.61
0.25,1.02,-0.36,2.93,57.92,-13.61
0.37,0.98,-0.35,7.32,50.05,-15.69
0.37,0.98,-0.35,7.32,50.05,-11.96
0.47,0.94,-0.35,10.13,43.03,-11.96
0.45,0.94,-0.37,4.82,38.09,-1.16
0.45,0.94,-0.37,4.82,38.09,-1.16
0.33,0.96,-0.36,-1.95,27.40,13.61
0.33,0.96,-0.36,-1.95,27.40,13.61
0.23,0.95,-0.30,-5.37,10.62,23.56
0.23,0.95,-0.30,-6.16,-0.31,27.47
0.20,0.99,-0.27,-6.16,-0.31,27.47
0.21,1.05,-0.25,-8.85,-4.94,30.52
0.21,1.05,-0.25,-8.85,-4.94,30.52
0.23,1.15,-0.21,-12.82,-9.89,31.01

0.58,1.26,-1.23,69.76,-102.29,-4.39
0.58,1.26,-1.23,69.76,-102.29,-4.39
0.45,1.09,-1.39,86.06,-166.26,-18.49
0.31,0.85,-1.43,90.58,-232.91,-30.21
0.31,0.85,-1.43,90.58,-232.91,-30.21
0.06,0.62,-1.38,86.67,-304.26,-31.68
0.06,0.62,-1.38,86.67,-304.26,-31.68
-0.09,0.47,-1.57,54.20,-358.64,-22.71
-0.24,0.53,-1.55,-11.41,-406.43,-12.63
-0.23,0.53,-1.55,-11.41,-406.43,-12.63
-0.41,0.61,-1.32,-53.04,-451.97,0.85
-0.41,0.61,-1.32,-53.04,-451.97,0.85
-0.54,0.74,-0.98,-108.34,-475.83,4.46
-0.60,0.95,-0.56,-164.67,-479.98,3.30
-0.60,0.95,-0.56,-164.67,-479.98,3.30
-0.65,1.16,-0.04,-200.01,-476.93,6.10
-0.65,1.16,-0.04,-200.01,-476.93,6.10
-0.64,1.39,0.54,-205.69,-467.22,11.96
-0.57,1.76,1.00,-188.72,-442.32,15.93
-0.57,1.76,1.00,-188.72,-442.32,15.93
-0.53,1.88,1.37,-146.55,-402.95,2.75
-0.53,1.88,1.37,-146.55,-402.95,-22.34
-0.51,1.72,1.62,-93.87,-343.75,-22.34
-0.48,1.49,1.68,-43.88,-264.22,-42.66
-0.48,1.49,1.68,-43.88,-264.22,-42.66
-0.43,1.27,1.58,-9.95,-171.63,-51.09
-0.43,1.27,1.58,5.68,-83.25,-49.74
-0.36,1.06,1.39,5.00,-83.25,-49.74
-0.29,0.97,1.18,0.92,-11.90,-40.77
-0.29,0.97,1.18,0.92,-11.90,-40.77
-0.25,0.95,1.00,1.65,42.91,-25.76
-0.25,0.95,1.00,1.65,42.91,-10.13
-0.19,0.94,0.85,6.29,88.75,-11.54
-0.13,0.99,0.70,11.96,128.60,-1.59
-0.13,0.99,0.70,11.96,128.60,-1.59
-0.05,0.97,0.51,25.82,160.52,5.19
-0.05,0.97,0.51,25.82,160.52,5.19
0.02,0.94,0.37,34.73,181.70,7.39
0.02,0.94,0.37,34.73,193.48,9.70
0.06,0.89,0.27,40.04,193.48,9.70
0.10,0.87,0.19,41.81,201.84,12.70
0.10,0.87,0.19,41.81,201.84,12.70
0.13,0.89,0.15,39.61,206.24,16.05
0.13,0.89,0.15,39.61,206.24,16.05
0.13,0.93,0.16,39.98,202.82,20.81
0.13,0.93,0.16,39.98,202.82,20.81
0.12,0.97,0.16,46.26,200.07,24.48
0.12,0.97,0.14,53.22,199.04,26.55
0.10,1.00,0.14,53.22,199.04,26.55
0.09,1.00,0.11,58.96,200.26,25.09
0.09,1.00,0.11,58.96,200.26,25.09
0.09,0.97,0.07,62.44,202.70,22.52
0.09,0.97,0.07,62.44,202.70,22.52
0.10,0.94,0.05,62.81,204.10,21.48
0.10,0.94,0.05,62.81,201.42,22.22
0.09,0.91,0.02,64.33,201.42,22.22
0.08,0.91,-0.02,59.27,197.45,24.78
0.08,0.91,-0.02,59.27,197.45,24.78
0.07,0.90,-0.10,50.05,197.27,26.79
0.07,0.90,-0.10,50.05,197.27,26.79
0.08,0.90,-0.15,33.14,198.24,26.79
0.08,0.90,-0.15,18.07,197.14,25.76
0.10,0.91,-0.20,18.07,197.14,25.76
0.14,0.93,-0.21,6.29,190.00,25.76
0.14,0.93,-0.21,6.29,190.00,25.76
0.16,0.95,-0.20,0.43,175.90,26.25
0.16,0.95,-0.20,0.43,175.90,26.25
0.18,0.99,-0.19,-2.38,160.58,26.79
0.18,0.99,-0.19,-5.80,150.39,24.35
0.21,1.03,-0.23,-5.80,150.39,24.35
0.24,1.06,-0.28,-11.78,140.93,18.43
0.24,1.06,-0.28,-11.78,140.93,18.43
0.26,1.07,-0.31,-19.78,128.60,9.77
0.26,1.07,-0.31,-19.78,128.60,9.77
0.26,1.07,-0.29,-29.66,115.30,0.43
0.26,1.04,-0.27,-36.07,101.44,-6.77
0.25,1.05,-0.27,-36.07,101.44,-6.77
0.23,1.03,-0.21,-37.66,87.59,-12.02
0.23,1.03,-0.21,-37.66,87.59,-12.02
0.19,1.02,-0.15,-32.90,75.13,-14.47
0.19,1.02,-0.15,-21.61,64.58,-14.40
0.16,1.01,-0.11,-21.61,64.58,-14.40
0.15,0.99,-0.09,-8.85,58.35,-13.55
0.15,0.99,-0.09,-8.85,58.35,-13.55
0.15,0.97,-0.11,0.43,56.46,-12.08
0.15,0.97,-0.11,0.43,55.66,-9.89
0.15,0.95,-0.15,4.82,55.66,-9.89
0.16,0.95,-0.18,6.96,54.32,-8.06
0.16,0.95,-0.18,6.96,54.32,-8.06
0.17,0.94,-0.19,9.46,51.03,-6.04
0.17,0.94,-0.19,9.46,51.03,-6.04
0.17,0.94,-0.20,12.08,46.33,-4.39
0.17,0.94,-0.20,13.43,40.65,-2.87
0.19,0.96,-0.20,13.43,40.65,-2.87
0.19,0.99,-0.19,14.47,34.42,-1.22
0.19,0.99,-0.19,14.47,34.42,-1.22
0.19,1.00,-0.19,13.98,29.54,-2.01
0.19,1.00,-0.19,13.98,25.63,-3.48
0.19,1.00,-0.19,13.79,25.63,-3.48
0.19,0.99,-0.19,13.73,20.94,-4.64
0.19,0.99,-0.19,13.73,20.94,-4.64
0.18,0.97,-0.20,13.43,16.54,-5.25
0.18,0.97,-0.20,13.43,16.54,-5.25
0.19,0.95,-0.21,11.72,12.39,-5.25
0.19,0.95,-0.21,8.30,8.36,-5.31
0.19,0.93,-0.21,8.30,8.36,-5.31
0.20,0.92,-0.18,3.36,4.27,-5.00
0.20,0.92,-0.18,3.36,4.27,-5.00
0.20,0.92,-0.15,-0.49,0.06,-4.21
0.20,0.92,-0.15,-0.49,0.06,-3.23
0.20,0.92,-0.12,-2.62,-2.99,-3.23
0.20,0.92,-0.10,-3.60,-4.03,-2.56
0.20,0.92,-0.10,-3.60,-4.03,-2.56
0.19,0.92,-0.09,-4.21,-4.27,-1.77
0.19,0.92,-0.09,-4.21,-4.27,-0.43
0.20,0.94,-0.08,-4.46,-4.33,-0.43
0.20,0.95,-0.07,-3.97,-4.03,0.55
0.20,0.95,-0.07,-3.97,-4.03,0.55
0.20,0.96,-0.07,-2.81,-3.78,1.10
0.20,0.96,-0.07,-2.81,-3.78,1.10
0.20,0.96,-0.07,-1.46,-3.42,0.73
0.20,0.96,-0.06,-0.18,-3.11,0.12
0.20,0.96,-0.06,-0.18,-3.11,0.12
0.20,0.95,-0.06,0.73,-2.93,-0.37
0.20,0.95,-0.06,0.73,-2.93,-0.37
0.20,0.94,-0.06,1.95,-2.26,-0.67
0.20,0.94,-0.07,2.62,-1.77,-0.67
0.20,0.95,-0.07,2.62,-1.77,-0.67

-0.32,1.59,0.83,-66.96,-357.48,30.09
-0.32,1.59,0.83,-66.96,-357.48,30.09
-0.30,1.55,0.93,-39.92,-318.48,5.86
-0.30,1.55,0.99,-18.98,-268.86,-17.76
-0.28,1.46,0.97,-18.98,-268.86,-17.76
-0.23,1.36,0.95,-5.62,-214.60,-38.15
-0.23,1.36,0.95,-5.62,-214.60,-38.15
-0.21,1.27,0.95,-1.71,-164.43,-54.57
-0.21,1.27,0.96,1.28,-122.44,-64.70
-0.22,1.18,0.96,1.28,-122.44,-64.70
-0.21,1.07,0.97,10.07,-84.84,-68.60
-0.21,1.07,0.97,10.07,-84.84,-68.60
-0.17,0.97,1.00,20.08,-47.24,-65.86
-0.17,0.97,1.00,30.94,-8.67,-57.86
-0.14,0.91,1.00,30.94,-8.67,-57.86
-0.12,0.87,0.96,39.86,31.07,-47.79
-0.12,0.87,0.96,39.86,31.07,-47.79
-0.09,0.86,0.88,45.72,70.86,-38.76
-0.09,0.86,0.88,45.72,70.86,-30.82
-0.07,0.86,0.79,52.92,104.80,-30.82
-0.07,0.86,0.73,62.19,131.65,-23.44
-0.07,0.86,0.73,62.19,131.65,-23.44
-0.10,0.83,0.66,71.47,155.52,-16.66
-0.10,0.83,0.66,71.47,155.52,-16.66
-0.13,0.78,0.60,78.00,179.57,-9.58
-0.13,0.78,0.60,82.09,204.04,0.06
-0.13,0.78,0.51,82.09,204.04,0.06
-0.09,0.81,0.42,85.08,225.65,11.66
-0.09,0.81,0.42,85.08,225.65,11.66
-0.06,0.88,0.32,88.50,238.28,23.50
-0.06,0.88,0.32,88.50,238.28,23.50
-0.01,0.94,0.17,94.91,242.92,33.33
-0.01,0.94,0.17,96.25,243.65,38.76
0.04,1.00,0.01,96.25,243.65,38.76
0.09,1.07,-0.14,90.09,241.39,38.76
0.09,1.07,-0.14,90.09,241.39,38.76
0.14,1.12,-0.25,80.20,234.86,32.17
0.14,1.12,-0.25,80.20,234.86,32.17
0.18,1.14,-0.35,70.56,222.72,20.57
0.18,1.14,-0.35,59.45,203.12,6.53
0.22,1.10,-0.43,59.45,203.12,6.53
0.23,1.01,-0.46,46.63,177.31,-5.55
0.23,1.01,-0.46,46.63,177.31,-5.55
0.22,0.93,-0.43,30.09,151.06,-11.66
0.22,0.93,-0.43,30.09,151.06,-11.66
0.21,0.88,-0.40,9.58,130.49,-12.45
0.21,0.88,-0.35,-10.86,117.49,-10.25
0.20,0.85,-0.35,-10.86,117.49,-10.25
0.19,0.87,-0.28,-31.86,108.15,-6.53
0.19,0.87,-0.28,-31.86,108.15,-6.53
0.19,0.91,-0.20,-46.51,100.16,-2.87
0.19,0.91,-0.20,-50.78,93.51,0.12
0.19,0.94,-0.13,-50.78,93.51,0.12
0.19,0.96,-0.12,-48.03,88.50,2.20
0.19,0.96,-0.12,-48.03,88.50,2.20
0.20,0.96,-0.14,-44.07,84.47,2.93
0.20,0.96,-0.14,-44.07,84.47,2.93
0.21,0.96,-0.16,-41.08,81.73,3.30
0.21,1.00,-0.17,-38.94,78.92,3.48
0.23,0.98,-0.17,-38.94,78.92,3.48
0.24,0.99,-0.17,-33.87,75.26,3.54
0.24,0.99,-0.17,-33.87,75.26,3.54
0.25,0.99,-0.17,-28.63,70.98,2.26
0.25,0.99,-0.17,-28.63,70.98,2.26
0.25,0.99,-0.16,-22.95,65.80,0.92
0.24,0.97,-0.15,-18.01,61.46,-1.71
0.24,0.97,-0.15,-18.01,61.46,-1.71
0.24,0.95,-0.15,-15.01,59.20,-3.66
0.24,0.95,-0.15,-15.01,59.20,-3.66
0.24,0.94,-0.14,-14.34,56.58,-5.13
0.24,0.94,-0.14,-12.39,52.31,-6.29
0.24,0.93,-0.12,-12.39,52.31,-6.29
0.24,0.91,-0.13,-8.18,47.18,-6.65
0.24,0.91,-0.13,-8.18,47.18,-6.65
0.24,0.90,-0.15,-5.00,42.79,-5.92
0.24,0.90,-0.15,-4.21,38.45,-4.88
0.24,0.90,-0.17,-4.21,38.45,-4.88
0.24,0.92,-0.17,-4.52,34.12,-3.91
0.24,0.92,-0.17,-4.52,34.12,-3.91
0.24,0.93,-0.16,-4.27,29.11,-3.17
0.24,0.93,-0.16,-4.27,29.11,-3.30
0.24,0.93,-0.18,-2.14,24.66,-3.30
0.24,0.91,-0.20,-0.67,21.36,-3.30
0.24,0.91,-0.20,-0.67,21.36,-3.30
0.24,0.91,-0.21,-0.49,19.10,-2.99
0.24,0.91,-0.21,-0.49,19.10,-2.99
0.24,0.91,-0.21,-1.83,16.48,-2.56
0.25,0.92,-0.20,-2.01,12.45,-1.71
0.25,0.92,-0.20,-2.01,12.45,-1.71
0.24,0.93,-0.18,-1.16,8.67,-1.10
0.24,0.93,-0.18,-1.16,8.67,-1.10
0.25,0.94,-0.18,-0.06,5.80,-1.10
0.25,0.94,-0.18,-0.79,3.72,-1.46
0.25,0.94,-0.18,-0.79,3.72,-1.46
0.25,0.93,-0.17,-2.20,1.28,-2.14
0.25,0.93,-0.17,-2.20,1.28,-2.14
0.25,0.93,-0.14,-2.75,-1.40,-2.32
0.22,0.93,-0.11,-2.26,-3.17,-2.08
0.25,0.93,-0.11,-2.26,-3.17,-2.08
0.24,0.93,-0.08,-1.28,-4.09,-1.59
0.24,0.93,-0.08,-1.28,-4.09,-1.59
0.23,0.92,-0.06,-0.06,-3.54,-1.16
0.22,0.91,-0.06,0.43,-1.89,-0.73
0.22,0.91,-0.06,0.43,-1.89,-0.73
0.22,0.92,-0.06,0.49,0.31,0.37
0.22,0.92,-0.06,0.49,0.31,0.37
0.23,0.92,-0.06,-0.24,2.26,1.40
0.23,0.92,-0.06,-0.98,4.03,2.20
0.24,0.93,-0.08,-0.98,4.03,2.20
0.24,0.94,-0.09,-1.65,5.25,2.32
0.24,0.94,-0.09,-1.65,5.25,2.32
0.24,0.94,-0.08,-2.26,5.31,1.95
0.24,0.94,-0.08,-2.26,5.31,1.95
0.24,0.95,-0.08,-1.89,4.46,1.34
0.24,0.95,-0.08,-1.10,4.03,0.73
0.24,0.95,-0.08,-1.10,4.03,0.73
0.24,0.95,-0.08,-0.49,4.15,0.06
0.24,0.95,-0.08,-0.49,4.15,0.06
0.24,0.95,-0.08,-0.43,4.09,-0.06
0.24,0.95,-0.08,-0.12,3.78,-0.49
0.24,0.95,-0.08,-0.12,3.78,-0.49
0.24,0.94,-0.09,0.67,3.97,-0.98
0.24,0.94,-0.09,0.67,3.97,-0.98
0.23,0.93,-0.09,1.04,4.33,-1.10
0.23,0.93,-0.09,1.04,4.33,-1.10
0.23,0.92,-0.10,0.43,4.64,-0.55
0.23,0.92,-0.10,0.37,4.39,0.31
0.23,0.92,-0.10,0.37,4.39,0.31

-0.92,1.56,0.11,-274.11,-485.29,131.53
-0.92,1.56,0.11,-274.11,-485.29,131.53
-0.82,1.70,0.37,-272.83,-467.04,125.79
-0.67,1.84,0.60,-260.19,-431.95,114.56
-0.69,1.84,0.60,-260.19,-431.95,114.56
-0.54,1.93,0.80,-234.31,-385.74,93.87
-0.54,1.93,0.80,-234.31,-385.74,93.87
-0.40,1.97,0.95,-198.73,-329.71,64.82
-0.40,1.97,0.95,-157.35,-264.53,28.99
-0.28,1.91,1.04,-157.35,-264.53,28.99
-0.21,1.77,1.04,-116.09,-194.03,-7.57
-0.21,1.77,1.04,-116.09,-194.03,-7.57
-0.19,1.59,1.02,-77.64,-121.83,-39.61
-0.19,1.59,1.02,-37.41,-51.09,-62.19
