accX,accY,accZ,gyrX,gyrY,gyrZ
-0.52,1.12,0.14,242.49,-21.30,-200.56
-0.46,1.07,0.04,228.15,30.64,-205.02
-0.46,1.07,0.04,228.15,30.64,-205.02
-0.36,0.89,-0.20,216.43,75.56,-201.11
-0.36,0.89,-0.20,216.43,75.56,-201.11
-0.25,0.72,-0.43,214.72,101.50,-182.01
-0.25,0.85,-0.43,205.81,103.94,-149.35
-0.17,0.85,-0.43,205.81,103.94,-149.35
-0.11,0.84,-0.43,192.57,97.29,-126.28
-0.11,0.84,-0.43,192.57,97.29,-126.28
-0.06,0.79,-0.39,189.88,92.65,-106.63
-0.06,0.79,-0.27,184.33,88.87,-85.33
-0.03,0.87,-0.27,184.33,88.87,-85.33
-0.04,0.89,-0.09,185.06,87.52,-68.36
-0.04,0.89,-0.09,185.06,87.52,-68.36
-0.04,0.91,0.04,192.87,94.48,-52.80
-0.04,0.91,0.04,192.87,109.19,-38.33
-0.07,0.96,0.15,199.22,109.19,-38.33
-0.11,0.97,0.16,210.33,127.81,-24.17
-0.11,0.97,0.16,210.33,127.81,-24.17
-0.11,0.92,0.02,214.11,152.34,-12.39
-0.11,0.92,0.02,214.11,152.34,-12.39
-0.07,0.89,-0.16,203.49,173.95,-1.95
-0.07,0.89,-0.32,189.27,183.35,9.89
-0.00,0.89,-0.34,189.27,183.35,9.89
0.11,0.92,-0.55,175.72,173.03,21.61
0.11,0.92,-0.55,175.72,173.03,21.61
0.16,0.88,-0.70,171.26,141.66,33.75
0.16,0.88,-0.70,171.26,141.66,33.75
0.19,0.90,-0.69,150.57,113.77,40.95
0.22,0.95,-0.65,109.99,97.23,36.99
0.24,0.95,-0.65,109.99,97.23,36.99
0.29,0.91,-0.63,78.43,80.93,27.89
0.29,0.91,-0.63,78.43,80.93,27.89
0.27,0.88,-0.52,54.20,61.34,21.24
0.27,0.88,-0.52,54.20,61.34,21.24
0.22,0.84,-0.36,34.97,45.72,17.94
0.22,0.82,-0.22,20.39,36.38,17.46
0.17,0.82,-0.22,20.39,36.38,17.46
0.14,0.79,-0.13,10.86,34.79,19.10
0.14,0.79,-0.13,10.86,34.79,19.10
0.13,0.77,-0.14,5.62,36.80,23.93
0.13,0.77,-0.14,5.62,36.80,39.55
0.17,0.77,-0.22,1.46,36.13,32.41
0.20,0.82,-0.29,-1.95,27.04,42.24
0.20,0.82,-0.29,-1.95,27.04,42.24
0.21,0.87,-0.29,-1.77,13.18,49.44
0.21,0.87,-0.29,-1.77,13.18,49.44
0.23,0.92,-0.25,3.11,1.10,51.57
0.23,0.92,-0.25,7.93,-4.70,49.93
0.25,0.98,-0.17,7.93,-4.70,49.93
0.26,1.02,-0.12,13.18,-5.49,45.41
0.26,1.02,-0.12,13.18,-5.49,45.41
0.25,1.05,-0.09,16.36,-2.20,37.66
0.25,1.05,-0.09,16.36,-2.20,37.66
0.24,1.05,-0.12,13.24,4.88,26.55
0.24,1.05,-0.17,7.39,11.66,14.34
0.24,1.02,-0.17,7.39,11.66,14.34
0.23,1.00,-0.20,2.26,15.44,4.33
0.23,1.00,-0.20,2.26,15.44,4.33
0.22,0.99,-0.23,-2.14,16.36,-2.20
0.22,0.99,-0.23,-2.14,16.36,-6.84
0.20,0.97,-0.23,-5.13,15.75,-6.84
0.20,0.91,-0.26,-6.04,15.38,-9.09
0.20,0.91,-0.26,-6.04,15.38,-9.09
0.20,0.89,-0.24,-9.52,12.08,-8.36
0.20,0.89,-0.24,-9.52,12.08,-8.36
0.20,0.90,-0.22,-9.34,7.51,-4.58
0.20,0.91,-0.19,-7.51,3.97,-0.85
0.20,0.91,-0.19,-7.51,3.97,-0.85
0.20,0.93,-0.16,-5.80,1.95,1.71
0.20,0.93,-0.16,-5.80,1.95,1.71
0.20,0.95,-0.14,-3.30,1.83,2.81
0.20,0.95,-0.14,-0.67,3.17,2.32
0.20,0.96,-0.14,-0.67,3.17,2.32
0.19,0.96,-0.17,0.12,4.70,0.67
0.19,0.96,-0.17,0.12,4.70,0.67
0.20,0.95,-0.20,0.61,4.76,-0.55
0.20,0.95,-0.20,0.61,4.76,-0.18
0.20,0.95,-0.23,2.62,2.26,-0.18
0.20,0.96,-0.25,3.66,-2.56,1.22

-0.50,-0.14,-1.76,-69.70,442.44,166.50
-0.50,-0.14,-1.76,-69.70,442.44,166.50
-0.42,-0.07,-1.88,-100.34,370.54,228.52
-0.57,0.13,-1.77,-122.19,265.93,298.34
-0.57,0.13,-1.77,-122.19,265.93,298.34
-0.64,0.47,-1.78,-175.66,204.90,356.51
-0.64,0.47,-1.78,-175.66,204.90,356.51
-0.64,0.79,-1.93,-239.87,181.40,386.60
-0.64,0.97,-2.06,-287.96,153.32,394.41
-0.55,0.98,-2.06,-287.96,153.32,394.41
-0.45,1.10,-2.36,-314.70,112.06,396.97
-0.45,1.10,-2.36,-314.70,112.06,396.97
-0.34,1.29,-2.76,-339.60,65.31,398.62
-0.34,1.29,-2.76,-339.60,-8.91,393.01
-0.31,1.43,-2.86,-333.92,-8.91,393.01
-0.40,1.64,-2.70,-304.02,-108.76,392.46
-0.40,1.64,-2.70,-304.02,-108.76,392.46
-0.51,1.87,-2.39,-265.32,-196.47,386.47
-0.51,1.87,-2.39,-216.31,-258.24,355.53
-0.57,1.85,-1.99,-216.31,-258.24,355.53
-0.64,1.61,-1.62,-162.11,-299.13,313.42
-0.64,1.61,-1.62,-162.11,-299.13,313.42
-0.64,1.40,-1.40,-119.20,-321.47,281.86
-0.64,1.25,-1.26,-86.18,-334.29,261.84
-0.63,1.25,-1.26,-86.18,-334.29,261.84
-0.63,1.16,-1.16,-58.35,-343.51,247.62
-0.63,1.16,-1.16,-58.35,-343.51,247.62
-0.62,1.11,-1.07,-41.14,-348.82,234.68
-0.58,1.17,-1.00,-31.25,-355.90,222.60
-0.58,1.17,-1.00,-31.25,-355.90,222.60
-0.58,1.21,-0.86,-18.19,-369.57,206.91
-0.58,1.21,-0.86,-18.19,-369.57,206.91
-0.57,1.28,-0.74,-5.68,-380.68,186.34
-0.53,1.35,-0.62,5.25,-386.66,159.73
-0.53,1.35,-0.62,5.25,-386.66,159.73
-0.48,1.39,-0.48,18.86,-388.55,128.23
-0.48,1.39,-0.48,18.86,-388.55,128.23
-0.47,1.35,-0.36,41.50,-379.52,100.46
-0.47,1.35,-0.36,59.20,-359.37,65.86
-0.38,1.46,-0.21,59.20,-359.37,65.86
-0.28,1.52,-0.06,75.68,-332.34,26.86
-0.28,1.52,-0.06,75.68,-332.34,26.86
-0.21,1.56,0.05,109.01,-296.87,-11.11
-0.21,1.56,0.05,144.90,-252.32,-50.66
-0.13,1.60,0.14,144.90,-252.32,-50.66
-0.10,1.56,0.18,186.52,-210.45,-89.11
-0.10,1.56,0.18,186.52,-210.45,-89.11
-0.10,1.46,0.15,228.58,-170.47,-123.05
-0.10,1.46,0.15,228.58,-170.47,-151.06
-0.13,1.34,0.14,261.35,-129.46,-151.06
-0.16,1.25,0.10,288.15,-91.13,-171.51
-0.16,1.25,0.10,288.15,-91.13,-171.51
-0.18,1.11,-0.02,304.32,-52.37,-186.65
-0.18,1.11,-0.02,304.32,-52.37,-186.65
-0.21,0.99,-0.15,301.57,-12.94,-197.94
-0.21,0.89,-0.22,288.94,20.20,-202.51
-0.23,0.88,-0.22,288.94,20.20,-202.51
-0.18,0.77,-0.26,271.48,48.10,-200.20
-0.18,0.77,-0.26,271.48,48.10,-200.20
-0.11,0.70,-0.25,255.86,69.09,-190.06
-0.11,0.70,-0.25,240.23,84.11,-173.16
-0.08,0.70,-0.25,242.80,84.11,-173.16
-0.06,0.64,-0.24,231.26,94.18,-154.30
-0.06,0.64,-0.24,231.26,94.18,-154.30
-0.01,0.55,-0.29,225.71,98.39,-130.68
-0.01,0.55,-0.29,225.71,98.39,-101.32
0.04,0.56,-0.31,219.97,100.46,-101.32
0.14,0.64,-0.33,211.12,104.06,-73.91
0.14,0.64,-0.33,211.12,104.06,-73.91
0.24,0.74,-0.33,202.70,105.96,-52.19
0.24,0.74,-0.33,202.70,105.96,-52.19
0.29,0.83,-0.31,198.55,103.76,-36.99
0.29,0.83,-0.31,198.55,97.84,-27.65
0.27,0.86,-0.24,195.50,97.84,-27.65
0.27,0.84,-0.19,187.74,95.40,-23.07
0.27,0.84,-0.19,187.74,95.40,-23.07
0.28,0.82,-0.16,173.34,98.39,-19.90
0.28,0.82,-0.16,173.34,98.39,-19.90
0.30,0.81,-0.14,156.68,102.60,-17.27
0.30,0.81,-0.09,142.03,105.16,-15.14
0.31,0.79,-0.09,142.03,105.16,-15.14
0.30,0.77,-0.04,131.29,104.86,-12.15
0.30,0.77,-0.04,131.29,104.86,-12.15
0.27,0.74,-0.02,123.29,101.68,-7.57
0.27,0.74,-0.02,123.29,99.49,-0.79
0.25,0.70,-0.04,116.76,99.49,-0.79
0.23,0.68,-0.06,110.35,100.59,8.61
0.23,0.68,-0.06,110.35,100.59,8.61
0.24,0.68,-0.08,102.60,101.01,19.65
0.24,0.68,-0.08,102.60,101.01,19.65
0.27,0.71,-0.12,93.02,102.97,30.58
0.27,0.71,-0.12,79.83,104.37,38.76
0.31,0.78,-0.15,79.83,104.37,38.76
0.35,0.88,-0.17,66.22,103.88,43.52
0.35,0.88,-0.17,66.22,103.88,43.52
0.39,0.95,-0.23,54.81,100.77,43.09
0.39,0.95,-0.23,54.81,100.77,43.09
0.45,1.00,-0.28,43.88,93.87,38.39
0.45,1.00,-0.28,36.68,81.42,31.49
0.48,1.02,-0.32,36.68,81.42,31.49
0.48,1.02,-0.32,32.17,65.55,24.11
0.48,1.02,-0.32,32.17,65.55,24.11
0.49,1.01,-0.31,29.36,49.13,17.03
0.49,1.01,-0.31,29.36,49.13,17.03
0.49,0.98,-0.31,24.90,34.73,10.86
0.49,0.98,-0.31,18.43,22.40,8.06
0.50,0.96,-0.28,18.43,22.40,8.06
0.54,1.00,-0.23,9.22,14.28,10.31
0.54,1.00,-0.23,9.22,14.28,10.31
0.56,1.09,-0.18,1.22,9.64,16.17
0.56,1.09,-0.18,1.22,9.64,16.17
0.54,1.15,-0.12,0.49,2.26,19.41
0.54,1.15,-0.09,4.94,-7.14,14.71
0.50,1.16,-0.07,4.94,-7.14,14.71
0.46,1.12,-0.04,8.42,-16.24,5.31
0.46,1.12,-0.04,8.42,-16.24,5.31
0.42,1.07,-0.02,10.68,-23.13,-2.93
0.42,1.07,-0.02,10.68,-23.13,-8.73
0.41,0.99,-0.04,9.95,-26.73,-8.73
0.40,0.93,-0.03,4.76,-30.03,-11.35
0.40,0.93,-0.03,4.76,-30.03,-11.35
0.37,0.90,0.02,-1.65,-32.47,-11.05
0.37,0.90,0.02,-1.65,-32.47,-11.05
0.35,0.87,0.06,-7.87,-31.43,-9.70
0.35,0.86,0.08,-13.92,-27.77,-7.69
0.35,0.86,0.08,-13.92,-27.77,-7.69
0.33,0.84,0.08,-18.62,-23.68,-5.43
0.33,0.84,0.08,-18.62,-23.68,-5.43

-0.39,1.01,-1.60,-221.25,94.12,354.13
-0.39,1.01,-1.60,-221.25,94.12,354.13
-0.31,1.27,-1.76,-210.27,73.49,364.50
-0.19,1.47,-2.00,-191.83,47.73,362.06
-0.19,1.47,-2.00,-191.83,47.73,362.06
-0.00,1.41,-2.32,-146.61,6.77,351.07
-0.00,1.41,-2.32,-146.61,6.77,351.07
-0.06,1.34,-2.31,-110.23,-59.88,332.76
-0.21,1.33,-1.97,-88.07,-139.40,319.15
-0.19,1.33,-1.97,-88.07,-139.40,319.15
-0.32,1.32,-1.58,-46.45,-212.52,306.64
-0.32,1.32,-1.58,-46.45,-212.52,306.64
-0.43,1.10,-1.30,-1.53,-269.78,286.01
-0.53,0.91,-1.17,21.79,-306.09,266.91
-0.53,0.91,-1.17,21.79,-306.09,266.91
-0.59,0.81,-1.11,29.48,-332.40,257.87
-0.59,0.81,-1.11,29.48,-332.40,257.87
-0.68,0.76,-0.97,23.62,-354.37,250.92
-0.68,0.76,-0.97,10.56,-370.48,243.59
-0.76,0.72,-0.78,10.56,-370.48,243.59
-0.77,0.68,-0.65,2.14,-375.98,238.16
-0.77,0.68,-0.65,2.14,-375.98,238.16
-0.76,0.65,-0.54,2.20,-377.08,237.00
-0.76,0.65,-0.54,6.65,-376.10,238.04
-0.72,0.70,-0.49,6.65,-376.10,238.04
-0.64,0.84,-0.51,7.93,-368.47,235.66
-0.64,0.84,-0.51,7.93,-368.47,235.66
-0.55,0.98,-0.52,9.40,-358.58,223.51
-0.55,0.98,-0.52,9.40,-346.74,198.18
-0.45,1.09,-0.50,13.06,-346.74,198.18
-0.36,1.18,-0.43,17.03,-332.52,165.04
-0.36,1.18,-0.43,17.03,-332.52,165.04
-0.30,1.25,-0.36,29.66,-319.76,130.86
-0.30,1.25,-0.36,29.66,-304.69,97.41
-0.25,1.26,-0.32,51.09,-304.69,97.41
-0.22,1.30,-0.28,73.85,-284.48,63.05
-0.22,1.30,-0.28,73.85,-284.48,63.05
-0.19,1.33,-0.22,96.50,-262.08,28.93
-0.19,1.33,-0.22,96.50,-262.08,-4.03
-0.14,1.34,-0.18,123.66,-237.92,-4.03
-0.11,1.35,-0.16,150.33,-209.05,-35.40
-0.11,1.35,-0.16,150.33,-209.05,-35.40
-0.10,1.27,-0.17,179.99,-181.52,-65.86
-0.10,1.27,-0.17,211.24,-154.05,-90.88
-0.10,1.19,-0.23,203.61,-154.05,-90.88
-0.11,1.13,-0.27,216.00,-127.44,-110.53
-0.11,1.13,-0.27,216.00,-127.44,-110.53
-0.09,1.11,-0.31,224.67,-104.13,-124.63
-0.09,1.11,-0.31,224.67,-80.99,-134.83
-0.06,1.14,-0.37,226.93,-80.99,-134.83
-0.02,1.13,-0.39,222.66,-59.94,-147.03
-0.02,1.13,-0.39,222.66,-59.94,-147.03
-0.02,1.05,-0.37,217.83,-45.78,-158.39
-0.02,1.05,-0.37,211.91,-34.12,-164.25
-0.03,0.98,-0.31,211.91,-34.12,-164.25
-0.03,0.94,-0.23,205.14,-20.51,-164.49
-0.03,0.94,-0.23,205.14,-20.51,-164.49
-0.01,0.91,-0.22,200.56,-4.15,-160.71
-0.01,0.87,-0.26,196.41,14.53,-155.46
0.03,0.86,-0.26,196.41,14.53,-155.46
0.07,0.79,-0.29,186.71,31.07,-148.93
0.07,0.79,-0.29,186.71,31.07,-148.93
0.11,0.75,-0.27,173.03,42.48,-140.08
0.11,0.75,-0.27,157.41,52.73,-130.00
0.14,0.71,-0.26,160.46,52.73,-130.00
0.16,0.64,-0.26,148.38,61.71,-119.20
0.16,0.64,-0.26,148.38,61.71,-119.20
0.17,0.59,-0.24,137.63,67.50,-105.65
0.17,0.59,-0.24,137.63,67.50,-105.65
0.20,0.56,-0.21,129.27,73.91,-89.97
0.20,0.56,-0.18,122.68,81.05,-73.43
0.23,0.59,-0.16,122.68,81.05,-73.43
0.26,0.62,-0.13,121.46,88.20,-57.80
0.26,0.62,-0.13,121.46,88.20,-57.80
0.28,0.63,-0.12,125.79,94.79,-43.33
0.28,0.63,-0.12,125.79,94.79,-29.48
0.30,0.65,-0.14,131.59,101.75,-29.48
0.33,0.65,-0.22,137.51,105.10,-17.15
0.33,0.65,-0.22,137.51,105.10,-17.15
0.34,0.64,-0.34,143.37,104.68,-4.03
0.34,0.64,-0.34,143.37,104.68,-4.03
0.37,0.62,-0.47,142.46,104.55,7.20
0.37,0.62,-0.47,130.80,101.93,16.30
0.42,0.61,-0.57,130.80,101.93,16.30
0.45,0.63,-0.59,113.83,93.69,23.56
0.45,0.63,-0.59,113.83,93.69,23.56
0.46,0.68,-0.57,93.20,83.56,28.20
0.46,0.68,-0.57,93.20,83.56,28.20
0.48,0.73,-0.55,71.53,74.34,28.38
0.48,0.73,-0.55,50.60,66.71,26.55
0.49,0.75,-0.53,50.60,66.71,26.55
0.49,0.76,-0.51,33.26,57.50,25.45
0.49,0.76,-0.51,33.26,57.50,25.45
0.49,0.80,-0.47,17.27,46.51,25.27
0.49,0.80,-0.47,17.27,46.51,25.27
0.48,0.84,-0.41,5.00,36.56,25.15
0.48,0.84,-0.35,-3.54,29.42,23.32
0.47,0.89,-0.35,-3.54,29.42,23.32
0.46,0.92,-0.33,-10.38,25.51,19.04
0.46,0.92,-0.33,-10.38,25.51,19.04
0.46,0.95,-0.34,-17.09,23.86,13.06
0.46,0.95,-0.34,-17.09,23.86,6.16
0.45,0.96,-0.32,-23.50,21.48,6.16
0.43,0.93,-0.31,-26.86,18.19,-0.06
0.43,0.93,-0.31,-26.86,18.19,-0.06
0.41,0.89,-0.30,-28.32,16.11,-3.30
0.41,0.89,-0.30,-28.32,16.11,-3.30
0.39,0.85,-0.29,-31.43,15.69,-4.03
0.39,0.84,-0.28,-35.77,16.24,-3.60
0.39,0.84,-0.28,-35.77,16.24,-3.60
0.41,0.85,-0.28,-37.72,15.20,-2.69
0.41,0.85,-0.28,-37.72,15.20,-2.69
0.43,0.87,-0.29,-38.45,9.46,-1.59
0.46,0.87,-0.31,-37.84,2.62,-1.77
0.44,0.87,-0.31,-37.84,2.62,-1.77
0.44,0.86,-0.31,-36.07,-3.72,-1.46
0.44,0.86,-0.31,-36.07,-3.72,-1.46
0.43,0.86,-0.30,-34.00,-9.22,-0.73
0.41,0.86,-0.28,-33.87,-13.37,-0.55
0.41,0.86,-0.28,-33.87,-13.37,-0.55
0.41,0.87,-0.27,-31.68,-15.14,-0.12
0.41,0.87,-0.27,-31.68,-15.14,-0.12
0.40,0.87,-0.28,-28.02,-16.30,0.00
0.40,0.87,-0.29,-24.96,-18.13,0.12
0.40,0.87,-0.29,-24.96,-18.13,0.12
0.40,0.86,-0.27,-22.95,-19.59,-0.31
0.40,0.86,-0.27,-22.95,-19.59,-0.31
0.39,0.85,-0.25,-21.55,-20.45,-0.12

-1.06,-1.24,-1.11,44.49,466.37,-54.99
-1.06,-1.24,-1.11,44.49,466.37,-54.99
-1.13,-1.24,-1.30,67.57,455.14,30.03
-1.24,-1.19,-1.45,78.61,434.39,121.15
-1.24,-1.19,-1.45,78.61,434.39,121.15
-1.28,-1.11,-1.64,75.20,418.58,200.44
-1.28,-1.11,-1.64,75.20,418.58,200.44
-1.29,-0.97,-1.83,60.00,406.68,267.27
-1.29,-0.97,-1.83,38.45,395.26,323.97
-1.21,-0.78,-2.06,38.45,395.26,323.97
-1.09,-0.56,-2.21,18.01,370.61,371.64
-1.09,-0.56,-2.21,18.01,370.61,371.64
-1.03,-0.30,-2.33,-1.77,335.33,405.40
-1.03,-0.30,-2.33,-1.77,309.33,420.29
-0.88,-0.09,-2.53,-31.49,309.33,420.29
-0.65,0.06,-2.86,-81.18,294.37,418.95
-0.65,0.06,-2.86,-81.18,294.37,418.95
-0.37,0.13,-3.15,-130.13,264.71,400.94
-0.37,0.13,-3.15,-130.13,202.21,382.08
-0.19,0.21,-3.18,-170.29,195.74,382.08
-0.16,0.44,-2.94,-200.68,102.78,366.33
-0.16,0.44,-2.94,-200.68,102.78,366.33
-0.23,0.70,-2.59,-211.18,10.07,344.60
-0.23,0.70,-2.59,-211.18,10.07,344.60
-0.27,0.79,-2.28,-190.98,-66.96,314.70
-0.32,0.79,-2.08,-146.91,-136.17,280.58
-0.32,0.79,-2.08,-146.91,-136.17,280.58
-0.36,0.81,-1.76,-91.43,-200.01,248.11
-0.36,0.81,-1.76,-91.43,-200.01,221.80
-0.47,0.81,-1.34,-34.55,-258.06,221.80
-0.57,0.67,-0.96,30.27,-284.42,194.58
-0.57,0.67,-0.96,30.27,-284.42,194.58
-0.59,0.51,-0.83,97.96,-273.25,171.75
-0.59,0.51,-0.83,97.96,-273.25,171.75
-0.49,0.39,-1.03,157.35,-246.77,153.99
-0.49,0.31,-1.19,191.89,-237.61,138.43
-0.41,0.31,-1.19,191.89,-237.61,138.43
-0.41,0.26,-1.24,199.77,-249.63,124.51
-0.41,0.26,-1.24,199.77,-249.63,124.51
-0.44,0.21,-1.17,197.14,-265.26,111.94
-0.44,0.21,-1.17,184.08,-275.09,99.79
-0.47,0.22,-1.03,184.08,-275.09,99.79
-0.46,0.24,-0.98,165.47,-273.93,87.16
-0.46,0.24,-0.98,165.47,-273.93,87.16
-0.44,0.24,-0.96,146.42,-269.90,76.05
-0.44,0.24,-0.96,130.80,-267.15,68.30
-0.43,0.27,-0.89,127.50,-267.15,68.30
-0.38,0.35,-0.80,111.57,-255.25,64.21
-0.38,0.35,-0.80,111.57,-255.25,64.21
-0.33,0.38,-0.68,102.36,-238.65,60.42
-0.33,0.38,-0.68,102.36,-213.99,51.94
-0.24,0.47,-0.59,84.47,-213.99,51.94
-0.10,0.59,-0.54,71.66,-183.04,44.43
-0.10,0.59,-0.54,71.66,-183.04,44.43
0.01,0.74,-0.49,69.15,-154.36,36.38
0.01,0.74,-0.49,69.15,-154.36,36.38
0.13,0.87,-0.51,73.61,-125.06,23.25
0.13,0.89,-0.56,82.46,-102.11,3.54
0.20,0.89,-0.56,82.46,-102.11,3.54
0.23,0.86,-0.62,98.02,-87.59,-15.56
0.23,0.86,-0.62,98.02,-87.59,-15.56
0.24,0.82,-0.67,110.90,-78.31,-31.56
0.24,0.82,-0.67,118.71,-73.55,-45.35
0.24,0.76,-0.68,118.71,-73.55,-45.35
0.24,0.69,-0.73,123.35,-71.04,-56.82
0.24,0.69,-0.73,123.35,-71.04,-56.82
0.26,0.64,-0.78,118.53,-65.55,-67.63
0.26,0.64,-0.78,104.19,-60.67,-78.25
0.32,0.62,-0.78,104.19,-60.67,-78.25
0.35,0.68,-0.77,90.52,-62.01,-86.85
0.35,0.68,-0.77,90.52,-62.01,-86.85
0.35,0.71,-0.76,83.25,-64.76,-96.98
0.35,0.71,-0.76,83.25,-67.02,-110.78
0.33,0.60,-0.77,87.28,-67.02,-110.78
0.28,0.46,-0.73,95.64,-76.48,-118.10
0.28,0.46,-0.73,95.64,-76.48,-118.10
0.25,0.35,-0.72,101.81,-81.30,-116.70
0.25,0.35,-0.72,101.81,-65.67,-111.39
0.26,0.29,-0.74,98.57,-77.21,-111.39
0.28,0.19,-0.72,96.13,-72.81,-105.83
0.28,0.19,-0.72,96.13,-72.81,-105.83
0.29,0.12,-0.61,94.06,-71.53,-96.37
0.29,0.12,-0.61,94.06,-71.53,-96.37
0.30,0.09,-0.51,95.64,-67.20,-81.97
0.35,0.06,-0.49,98.82,-59.08,-67.32
0.35,0.06,-0.49,98.82,-59.08,-67.32
0.42,0.10,-0.51,99.43,-48.28,-52.80
0.42,0.10,-0.51,99.43,-48.28,-52.80
0.49,0.18,-0.49,107.36,-40.59,-40.10
0.52,0.27,-0.45,116.76,-31.86,-32.29
0.50,0.27,-0.45,116.76,-31.86,-32.29
0.49,0.23,-0.50,126.53,-17.94,-29.97
0.49,0.23,-0.50,126.53,-17.94,-29.97
0.53,0.19,-0.69,121.64,-1.04,-28.93
0.53,0.19,-0.69,96.74,10.99,-26.92
0.61,0.23,-0.89,96.74,10.99,-26.92
0.67,0.32,-1.03,73.06,7.57,-26.43
0.67,0.32,-1.03,73.06,7.57,-26.43
0.69,0.32,-1.04,62.50,-7.14,-26.86
0.69,0.32,-1.04,62.50,-25.45,-26.86
0.65,0.27,-0.93,55.85,-25.45,-26.86
0.59,0.23,-0.73,48.58,-39.25,-23.56
0.59,0.23,-0.73,48.58,-39.25,-23.56
0.54,0.23,-0.52,39.79,-43.15,-17.64
0.54,0.23,-0.52,39.79,-43.15,-17.64
0.51,0.28,-0.34,33.20,-34.79,-10.44
0.51,0.35,-0.27,29.36,-17.27,-4.21
0.51,0.35,-0.27,29.36,-17.27,-4.21
0.53,0.36,-0.33,30.09,2.50,-0.37
0.53,0.36,-0.33,30.09,2.50,-0.37
0.55,0.33,-0.45,31.62,18.37,2.62
0.55,0.33,-0.45,31.25,31.92,7.39
0.57,0.31,-0.55,31.25,31.92,7.39
0.59,0.36,-0.63,26.18,38.15,12.70
0.59,0.36,-0.63,26.18,38.15,12.70
0.63,0.47,-0.68,16.36,39.49,14.65
0.63,0.47,-0.68,16.36,39.49,14.65
0.65,0.53,-0.72,6.84,37.48,9.70
0.65,0.53,-0.72,2.87,32.71,1.53
0.66,0.52,-0.74,2.87,32.71,1.53
0.63,0.48,-0.70,5.00,23.86,-3.11
0.63,0.48,-0.70,5.00,23.86,-3.11
0.60,0.44,-0.65,12.21,13.31,-1.95
0.60,0.44,-0.65,12.21,13.31,13.67
0.58,0.48,-0.64,16.78,8.97,2.69
0.58,0.54,-0.64,18.13,10.80,4.88
0.57,0.53,-0.64,18.13,10.80,4.88
0.56,0.54,-0.64,22.22,12.57,4.09

-0.06,1.95,-0.09,40.22,76.29,321.59
-0.06,1.95,-0.09,40.22,76.29,321.59
0.13,2.04,-0.48,59.57,71.84,279.72
0.13,2.04,-0.85,65.43,56.21,226.56
0.27,2.05,-0.85,65.43,56.21,226.56
0.26,2.14,-0.93,24.05,7.08,161.99
0.26,2.14,-0.93,24.05,7.08,161.99
0.13,2.02,-0.87,20.20,-63.42,108.83
0.13,2.02,-0.87,20.20,-110.29,56.40
-0.03,1.87,-0.66,1.10,-122.99,56.40
