accX,accY,accZ,gyrX,gyrY,gyrZ
0.03,0.79,-0.40,-29.91,-39.61,-19.41
0.03,0.79,-0.40,-29.91,-39.61,-19.41
0.04,0.83,-0.40,-22.89,-40.16,-15.26
0.04,0.83,-0.40,-13.31,-40.34,-11.90
0.07,0.84,-0.42,-13.31,-40.34,-11.90
0.08,0.85,-0.40,-2.93,-42.85,-9.64
0.08,0.85,-0.40,-2.93,-42.85,-9.64
0.10,0.87,-0.35,7.20,-45.29,-8.36
0.10,0.87,-0.35,16.91,-44.80,-7.39
0.11,0.87,-0.32,16.91,-44.80,-7.39
0.13,0.87,-0.30,25.88,-41.14,-6.47
0.13,0.87,-0.30,25.88,-41.14,-6.47
0.14,0.89,-0.32,29.72,-35.58,-5.55
0.14,0.89,-0.32,29.24,-28.08,-6.47
0.14,0.90,-0.35,29.24,-28.08,-6.47
0.14,0.88,-0.41,24.96,-20.81,-10.07
0.14,0.88,-0.41,24.96,-20.81,-10.07
0.13,0.86,-0.45,16.11,-16.36,-13.24
0.13,0.86,-0.45,16.11,-0.73,-14.65
0.13,0.83,-0.48,6.29,-14.10,-14.65
0.14,0.82,-0.51,-4.27,-12.33,-14.40
0.14,0.82,-0.51,-4.27,-12.33,-14.40
0.14,0.82,-0.50,-12.57,-13.24,-12.94
0.14,0.82,-0.50,-17.94,-14.28,-10.68
0.15,0.81,-0.47,-17.94,-14.28,-10.68
0.18,0.82,-0.45,-21.12,-13.61,-8.18
0.18,0.82,-0.45,-21.12,-13.61,-8.18
0.20,0.85,-0.43,-21.55,-12.21,-6.35
0.20,0.85,-0.40,-19.23,-12.45,-6.10
0.21,0.88,-0.40,-19.23,-12.45,-6.10
0.19,0.90,-0.41,-14.28,-12.21,-6.96
0.19,0.90,-0.41,-14.28,-12.21,-6.96
0.18,0.91,-0.45,-10.19,-10.13,-8.48
0.18,0.90,-0.48,-7.57,-8.24,-10.19
0.17,0.90,-0.48,-7.57,-8.24,-10.19
0.15,0.88,-0.49,-5.55,-7.20,-11.72
0.15,0.88,-0.49,-5.55,-7.20,-11.72
0.16,0.86,-0.50,-4.58,-5.80,-11.54
0.16,0.86,-0.51,-3.85,-5.43,-9.89
0.19,0.86,-0.51,-3.85,-5.43,-9.89
0.22,0.86,-0.52,-1.65,-6.71,-7.69
0.22,0.86,-0.52,-1.65,-6.71,-7.69
0.23,0.85,-0.51,0.79,-9.46,-5.98
0.23,0.85,-0.51,2.81,-11.35,-5.00
0.23,0.85,-0.51,2.81,-11.35,-5.00
0.23,0.84,-0.50,3.11,-11.05,-4.94
0.23,0.84,-0.50,3.11,-11.05,-4.94
0.22,0.84,-0.48,3.17,-10.44,-5.13
0.22,0.84,-0.44,4.58,-9.46,-5.55
0.22,0.85,-0.47,4.58,-9.46,-5.55
0.22,0.85,-0.47,6.77,-8.48,-6.23
0.22,0.85,-0.47,6.77,-8.48,-6.23
0.21,0.86,-0.48,8.42,-8.48,-7.02
0.21,0.86,-0.48,9.03,-8.42,-8.06
0.22,0.85,-0.48,9.03,-8.42,-8.06
0.22,0.84,-0.47,8.85,-7.75,-8.91
0.22,0.84,-0.47,8.85,-7.75,-8.91
0.23,0.84,-0.48,7.26,-6.59,-9.70
0.23,0.84,-0.48,7.26,-5.19,-10.74
0.24,0.83,-0.48,4.33,-5.19,-10.74
0.25,0.83,-0.45,1.59,-4.76,-11.35
0.25,0.83,-0.45,1.59,-4.76,-11.35
0.25,0.83,-0.43,0.73,-4.27,-11.35
0.25,0.83,-0.43,0.73,-4.27,-11.35
0.27,0.83,-0.42,1.95,-2.99,-11.11
0.27,0.84,-0.40,5.43,-2.20,-10.93
0.27,0.84,-0.40,5.43,-2.20,-10.93
0.26,0.83,-0.38,11.41,-2.81,-11.05
0.26,0.83,-0.38,11.41,-2.81,-11.05
0.24,0.81,-0.37,18.62,-2.32,-10.19
0.24,0.80,-0.39,23.01,-0.24,-7.69
0.25,0.80,-0.39,23.01,-0.24,-7.69
0.26,0.82,-0.41,26.37,2.01,-4.15
0.26,0.82,-0.41,26.37,2.01,-4.15
0.27,0.85,-0.41,25.82,2.81,-3.17

-0.37,1.89,0.03,-35.22,311.28,69.64
-0.37,1.89,0.03,-35.22,311.28,69.64
-0.31,2.02,-0.07,19.96,334.05,22.34
-0.31,2.02,-0.07,71.90,351.26,-26.79
-0.29,2.15,-0.17,71.90,351.26,-26.79
-0.33,2.11,-0.33,130.31,352.66,-77.76
-0.33,2.11,-0.33,130.31,352.66,-77.76
-0.44,1.92,-0.55,185.18,339.05,-122.62
-0.44,1.92,-0.55,218.93,323.79,-155.88
-0.57,1.71,-0.73,218.93,323.79,-155.88
-0.64,1.52,-0.87,233.22,313.72,-179.50
-0.64,1.52,-0.87,233.22,313.72,-179.50
-0.64,1.30,-1.05,231.38,301.94,-194.82
-0.64,1.30,-1.05,231.38,279.36,-199.46
-0.58,1.13,-1.19,216.31,279.36,-199.46
-0.50,0.98,-1.30,200.81,244.32,-191.83
-0.50,0.98,-1.30,200.81,244.32,-191.83
-0.37,0.86,-1.41,180.66,206.24,-178.04
-0.37,0.86,-1.41,180.66,206.24,-178.04
-0.22,0.81,-1.45,150.45,163.15,-162.78
-0.12,0.80,-1.38,117.43,109.99,-147.34
-0.12,0.80,-1.38,117.43,109.99,-147.34
-0.07,0.77,-1.23,87.83,54.63,-132.02
-0.07,0.77,-1.23,87.83,54.63,-132.02
-0.04,0.76,-1.04,60.79,8.18,-118.59
-0.01,0.76,-0.81,37.90,-27.10,-106.02
-0.03,0.76,-0.81,37.90,-27.10,-106.02
-0.03,0.78,-0.57,19.84,-52.00,-94.48
-0.03,0.78,-0.57,19.84,-52.00,-94.48
-0.03,0.80,-0.37,8.61,-65.73,-84.72
-0.06,0.81,-0.20,4.64,-70.86,-76.23
-0.05,0.81,-0.20,4.64,-70.86,-76.23
-0.06,0.82,-0.07,6.23,-70.74,-67.44
-0.06,0.82,-0.07,6.23,-70.74,-67.44
-0.07,0.83,0.01,11.90,-67.14,-58.17
-0.03,0.83,0.01,18.98,-60.85,-49.56
-0.06,0.83,0.01,18.98,-60.85,-49.56
-0.03,0.84,-0.09,24.90,-56.34,-42.11
-0.03,0.84,-0.09,24.90,-56.34,-42.11
-0.01,0.83,-0.19,23.56,-54.87,-36.62
0.03,0.84,-0.26,12.08,-56.95,-33.63
0.02,0.84,-0.26,12.08,-56.95,-33.63
0.03,0.83,-0.29,-6.23,-62.32,-32.23
0.03,0.83,-0.29,-6.23,-62.32,-32.23
0.04,0.83,-0.30,-27.53,-67.38,-32.10
0.04,0.86,-0.28,-52.37,-71.17,-31.98
0.06,0.85,-0.28,-52.37,-71.17,-31.98
0.06,0.88,-0.21,-74.04,-74.95,-31.68
0.06,0.88,-0.21,-74.04,-74.95,-31.68
0.03,0.90,-0.10,-88.56,-77.45,-31.49
0.03,0.92,0.01,-95.03,-76.84,-30.70
0.01,0.92,0.01,-95.03,-76.84,-30.70
-0.01,0.95,0.13,-95.03,-72.33,-28.32
-0.01,0.95,0.13,-95.03,-72.33,-28.32
-0.01,0.97,0.19,-89.66,-63.84,-25.70
-0.01,1.00,0.16,-76.84,-49.99,-24.11
0.01,0.98,0.16,-76.84,-49.99,-24.11
0.04,0.96,0.11,-63.05,-36.50,-24.60
0.04,0.96,0.11,-63.05,-36.50,-24.60
0.06,0.94,0.08,-52.49,-27.16,-25.57
0.06,0.94,0.08,-44.13,-18.80,-25.82
0.08,0.94,0.03,-44.13,-18.80,-25.82
0.11,0.93,-0.03,-37.35,-12.08,-26.06
0.11,0.93,-0.03,-37.35,-12.08,-26.06
0.13,0.89,-0.12,-30.33,-8.00,-25.88
0.13,0.89,-0.12,-28.75,-5.80,-24.60
0.15,0.86,-0.20,-28.75,-5.80,-24.60
0.17,0.84,-0.24,-32.84,-5.31,-22.58
0.17,0.84,-0.24,-32.84,-5.31,-22.58
0.18,0.86,-0.27,-39.73,-5.74,-19.84
0.18,0.86,-0.27,-48.03,-6.29,-17.76
0.20,0.88,-0.27,-48.03,-6.29,-17.76
0.20,0.90,-0.25,-55.91,-7.32,-17.40
0.20,0.90,-0.25,-55.91,-7.32,-17.40
0.17,0.90,-0.22,-60.42,-8.24,-16.60
0.17,0.90,-0.22,-62.38,-7.63,-14.95
0.16,0.91,-0.22,-62.38,-7.63,-14.95
0.17,0.93,-0.24,-62.68,-5.31,-13.61
0.17,0.93,-0.24,-62.68,-5.31,-13.61
0.18,0.94,-0.24,-62.93,-3.54,-13.06
0.18,0.94,-0.22,-61.71,-1.28,-12.63
0.18,0.96,-0.22,-61.71,-1.28,-12.63
0.18,0.98,-0.19,-56.64,0.61,-12.70
0.18,0.98,-0.19,-56.64,0.61,-12.70
0.16,0.98,-0.17,-46.14,2.14,-12.45
0.16,0.98,-0.20,-33.39,4.39,-11.47
0.16,0.96,-0.21,-33.39,4.39,-11.47
0.17,0.94,-0.27,-23.07,6.29,-10.01
0.17,0.94,-0.27,-23.07,6.29,-10.01
0.18,0.93,-0.32,-17.21,5.37,-7.51
0.18,0.93,-0.32,-14.40,2.56,-5.13
0.19,0.93,-0.34,-14.40,2.56,-5.13
0.20,0.93,-0.34,-14.53,-0.12,-3.72
0.20,0.93,-0.34,-14.53,-0.12,-3.72
0.20,0.94,-0.35,-16.66,-2.56,-3.05
0.20,0.94,-0.35,-16.66,-4.09,-3.11
0.20,0.94,-0.35,-20.20,-4.09,-3.11
0.20,0.94,-0.33,-25.70,-5.80,-3.60
0.20,0.94,-0.33,-25.70,-5.80,-3.60
0.19,0.94,-0.30,-31.01,-7.39,-3.97
0.19,0.94,-0.30,-34.97,-7.51,-3.91
0.18,0.95,-0.27,-34.97,-7.51,-3.91
0.17,0.96,-0.26,-36.93,-6.65,-3.91
0.17,0.96,-0.26,-36.93,-6.65,-3.91
0.17,0.96,-0.26,-37.29,-5.07,-4.03
0.17,0.96,-0.26,-36.44,-3.48,-4.58
0.17,0.96,-0.26,-36.44,-3.48,-4.58
0.17,0.97,-0.26,-34.18,-1.83,-4.82
0.17,0.97,-0.26,-34.18,-1.83,-4.82
0.17,0.98,-0.27,-30.58,0.24,-5.07
0.17,0.98,-0.27,-26.55,2.75,-6.41
0.17,0.98,-0.28,-26.55,2.75,-6.41
0.18,0.97,-0.29,-22.64,4.70,-8.42
0.18,0.97,-0.29,-22.64,4.70,-8.42
0.18,0.96,-0.31,-19.59,6.90,-10.31
0.18,0.96,-0.31,-19.59,8.67,-11.96
0.18,0.94,-0.34,-17.76,8.67,-11.96
0.19,0.94,-0.39,-17.15,9.64,-12.70
0.19,0.94,-0.39,-17.15,9.64,-12.70
0.20,0.93,-0.43,-18.86,9.58,-13.85
0.20,0.93,-0.43,-18.86,9.58,-13.85
0.20,0.93,-0.45,-23.32,8.12,-16.17
0.20,0.92,-0.45,-27.65,6.16,-18.31
0.20,0.92,-0.45,-27.65,6.16,-18.31
0.19,0.91,-0.46,-32.71,4.70,-20.32
0.19,0.91,-0.46,-32.71,4.70,-20.32
0.19,0.89,-0.47,-38.33,3.48,-21.42
0.19,0.87,-0.47,-43.64,1.89,-21.42

0.02,1.10,-1.47,49.56,289.25,-82.52
0.02,1.10,-1.47,49.56,289.25,-82.52
0.05,1.13,-1.61,81.67,266.54,-126.71
0.05,1.13,-1.58,84.59,229.80,-179.32
-0.04,1.01,-1.56,84.59,229.80,-179.32
-0.18,0.84,-1.39,74.10,194.09,-230.83
-0.18,0.84,-1.39,74.10,194.09,-230.83
-0.33,0.68,-1.27,62.38,171.20,-271.06
-0.33,0.68,-1.27,47.67,163.09,-303.10
-0.44,0.60,-1.13,47.67,163.09,-303.10
-0.56,0.55,-1.00,43.40,159.67,-326.97
-0.56,0.55,-1.00,43.40,159.67,-326.97
-0.68,0.48,-0.98,45.53,163.94,-343.81
-0.68,0.48,-0.98,61.16,178.83,-352.66
-0.72,0.43,-1.06,47.61,178.83,-352.66
-0.63,0.56,-1.12,34.42,182.31,-355.90
-0.63,0.56,-1.12,34.42,182.31,-355.90
-0.55,0.64,-1.11,59.27,169.98,-350.22
-0.55,0.64,-1.11,59.27,147.40,-340.52
-0.54,0.65,-1.22,124.82,147.40,-340.52
-0.58,0.56,-1.43,171.14,128.48,-331.79
-0.58,0.56,-1.43,171.14,128.48,-331.79
-0.57,0.39,-1.67,198.12,109.86,-324.65
-0.57,0.39,-1.67,198.12,78.61,-311.83
-0.55,0.23,-1.93,203.55,84.11,-311.83
-0.49,0.07,-2.15,197.51,50.66,-290.77
-0.49,0.07,-2.15,197.51,50.66,-290.77
-0.43,-0.06,-2.31,179.14,10.68,-268.07
-0.43,-0.06,-2.31,179.14,10.68,-248.78
-0.40,-0.12,-2.27,138.18,-36.13,-248.78
-0.41,-0.16,-2.07,87.34,-88.99,-231.63
-0.41,-0.16,-2.07,87.34,-88.99,-231.63
-0.43,-0.13,-1.83,33.08,-128.23,-206.05
-0.43,-0.13,-1.83,33.08,-147.09,-176.76
-0.41,-0.06,-1.64,-13.67,-147.09,-176.76
-0.37,-0.10,-1.46,-48.40,-159.30,-153.32
-0.37,-0.10,-1.46,-48.40,-159.30,-153.32
-0.35,-0.08,-1.26,-82.34,-168.27,-128.42
-0.31,-0.04,-1.04,-109.99,-169.01,-101.68
-0.31,-0.04,-1.04,-109.99,-169.01,-101.68
-0.26,-0.00,-0.85,-124.82,-164.31,-74.95
-0.26,-0.00,-0.85,-124.82,-148.68,-47.67
-0.20,0.08,-0.73,-131.04,-155.33,-47.67
-0.16,0.23,-0.64,-129.52,-141.17,-24.78
-0.16,0.23,-0.64,-129.52,-141.17,-24.78
-0.01,0.24,-0.75,-121.09,-127.32,-9.89
-0.01,0.33,-0.73,-127.75,-116.46,-9.40
0.04,0.34,-0.73,-127.75,-116.46,-9.40
0.06,0.37,-0.70,-113.95,-109.19,-8.42
0.06,0.37,-0.70,-113.95,-109.19,-8.42
0.09,0.34,-0.66,-94.24,-104.31,-7.81
0.10,0.24,-0.67,-75.32,-99.24,-7.02
0.10,0.24,-0.67,-75.32,-99.24,-7.02
0.11,0.20,-0.66,-64.33,-95.09,-3.23
0.11,0.20,-0.66,-64.33,-95.09,-3.23
0.10,0.19,-0.61,-51.64,-87.40,3.23
0.09,0.19,-0.58,-37.72,-74.46,9.28
0.09,0.19,-0.58,-37.72,-74.46,9.28
0.11,0.20,-0.61,-28.38,-57.86,13.79
0.11,0.20,-0.61,-28.38,-57.86,13.79
0.13,0.18,-0.72,-25.09,-42.30,15.99
0.13,0.18,-0.72,-29.91,-30.64,16.97
0.18,0.19,-0.77,-29.91,-30.64,16.97
0.23,0.22,-0.86,-30.27,-24.29,20.75
0.23,0.22,-0.86,-30.27,-24.29,20.75
0.26,0.30,-0.90,-38.09,-22.40,20.14
0.26,0.30,-0.90,-44.56,-23.38,14.22
0.27,0.35,-0.90,-44.56,-23.38,14.22
0.26,0.33,-0.86,-44.68,-27.47,4.82
0.26,0.33,-0.86,-44.68,-27.47,4.82
0.23,0.29,-0.81,-37.66,-33.57,-1.83
0.23,0.29,-0.81,-30.27,-34.67,-3.36
0.21,0.25,-0.77,-30.27,-34.67,-3.36
0.20,0.22,-0.77,-20.14,-31.01,-1.16
0.20,0.22,-0.77,-20.14,-31.01,-1.16
0.21,0.22,-0.78,-9.22,-25.45,3.42
0.21,0.22,-0.78,0.37,-19.29,7.14
0.23,0.21,-0.79,0.37,-19.29,7.14
0.24,0.20,-0.82,6.84,-12.33,10.07
0.24,0.20,-0.82,6.84,-12.33,10.07
0.27,0.21,-0.87,10.68,-7.26,12.02
0.27,0.21,-0.87,10.68,-7.26,12.02
0.29,0.25,-0.92,10.86,-5.49,13.67
0.29,0.27,-0.97,9.83,-6.04,13.67
0.30,0.27,-0.97,9.83,-6.04,13.67
0.29,0.28,-1.00,9.28,-10.07,12.39
0.29,0.28,-1.00,9.28,-10.07,12.39
0.30,0.28,-1.02,7.87,-14.83,10.50
0.30,0.28,-1.02,7.87,-18.55,8.42
0.31,0.30,-1.03,3.91,-18.55,8.42
0.31,0.29,-1.01,-2.56,-22.46,4.39
0.31,0.29,-1.01,-2.56,-22.46,4.39
0.31,0.27,-0.94,-8.97,-26.25,0.49
0.31,0.27,-0.94,-8.97,-26.25,-0.92
0.30,0.28,-0.86,-13.61,-27.40,-0.92
0.29,0.29,-0.79,-14.65,-25.33,-1.40
0.29,0.29,-0.79,-14.65,-25.33,-1.40
0.29,0.28,-0.75,-10.99,-20.69,-1.34
0.29,0.28,-0.75,-4.52,-14.47,-0.06
0.29,0.26,-0.73,-4.52,-14.47,-0.06
0.30,0.27,-0.73,3.36,-7.26,2.87
0.30,0.27,-0.73,3.36,-7.26,2.87
0.32,0.30,-0.79,11.11,-0.85,5.74
0.32,0.30,-0.79,11.11,-0.85,5.74
0.34,0.31,-0.85,16.66,4.09,6.16
0.34,0.34,-0.92,17.82,6.71,4.52
0.35,0.32,-0.92,17.82,6.71,4.52
0.36,0.31,-0.99,15.01,6.71,1.95
0.36,0.31,-0.99,15.01,6.71,1.95
0.36,0.28,-1.01,9.28,2.99,-0.61
0.36,0.28,-1.01,9.28,2.99,-1.77
0.34,0.27,-0.99,2.01,-1.83,-1.77
0.33,0.27,-0.94,-5.00,-4.39,-1.59
0.33,0.27,-0.94,-5.00,-4.39,-1.59
0.32,0.28,-0.89,-8.85,-4.58,-0.79
0.32,0.28,-0.89,-8.85,-4.58,-0.79
0.32,0.28,-0.87,-8.61,-3.17,-0.12
0.31,0.28,-0.86,-6.84,-0.31,0.43
0.31,0.28,-0.86,-6.84,-0.31,0.43
0.33,0.29,-0.90,-4.39,3.54,1.53
0.33,0.29,-0.90,-4.39,3.54,1.53
0.34,0.31,-0.93,-4.21,5.13,1.28
0.34,0.31,-0.96,-5.62,4.52,-1.04
0.35,0.31,-0.96,-5.62,4.52,-1.04
0.35,0.30,-0.96,-7.51,2.44,-3.54
0.35,0.30,-0.96,-7.51,2.44,-3.54
0.35,0.29,-0.95,-9.09,0.18,-5.19
0.35,0.29,-0.95,-8.73,-1.83,-6.23

0.38,-0.43,-1.72,-135.25,-75.81,-13.85
0.38,-0.43,-1.72,-135.25,-75.81,-13.85
0.30,-0.38,-1.57,-147.83,-115.91,5.68
0.25,-0.46,-1.42,-155.33,-144.96,18.98
0.25,-0.46,-1.42,-155.33,-144.96,18.98
0.22,-0.50,-1.28,-159.48,-158.75,32.59
0.22,-0.50,-1.28,-159.48,-171.57,53.71
0.21,-0.48,-1.14,-156.62,-171.57,53.71
0.14,-0.46,-0.75,-150.51,-188.54,75.44
0.14,-0.46,-0.75,-150.51,-188.54,75.44
-0.00,-0.58,-0.34,-143.86,-190.67,91.13
-0.00,-0.58,-0.34,-132.81,-163.64,109.62
-0.03,-0.72,-0.13,-132.81,-163.64,109.62
-0.03,-0.84,-0.02,-111.15,-121.52,144.47
-0.03,-0.84,-0.02,-111.15,-121.52,144.47
-0.08,-0.84,0.14,-103.09,-81.12,189.09
-0.08,-0.84,0.27,-108.09,-33.57,237.06
-0.10,-0.61,0.27,-108.09,-33.57,237.06
-0.10,-0.38,0.23,-116.88,26.18,276.25
-0.10,-0.38,0.23,-116.88,26.18,276.25
-0.18,-0.19,0.04,-129.82,93.87,299.01
-0.18,-0.19,-0.25,-141.48,159.30,305.24
-0.10,-0.01,-0.25,-141.48,159.30,305.24
-0.04,0.13,-0.43,-152.95,213.26,305.11
-0.04,0.13,-0.43,-152.95,213.26,305.11
-0.03,0.21,-0.53,-167.79,246.64,296.14
-0.03,0.21,-0.53,-186.10,272.89,278.32
-0.07,0.31,-0.50,-186.10,272.89,278.32
-0.14,0.35,-0.44,-191.47,298.83,255.55
-0.14,0.35,-0.44,-191.47,298.83,255.55
-0.28,0.48,-0.42,-189.94,329.96,226.07
-0.28,0.48,-0.42,-189.94,362.67,183.53
-0.31,0.43,-0.69,-182.43,362.67,183.53
-0.31,0.25,-0.97,-154.66,381.71,152.34
-0.31,0.25,-0.97,-154.66,381.71,152.34
-0.28,0.30,-1.18,-124.08,377.81,141.42
-0.28,0.30,-1.18,-124.08,377.81,141.42
-0.24,0.37,-1.28,-108.64,361.02,128.54
-0.15,0.45,-1.39,-101.20,338.44,105.77
-0.16,0.45,-1.39,-101.20,338.44,105.77
-0.05,0.48,-1.52,-90.21,308.17,76.84
-0.05,0.48,-1.52,-90.21,308.17,76.84
0.08,0.50,-1.63,-78.12,274.41,42.66
0.08,0.50,-1.63,-70.74,235.41,5.86
0.15,0.50,-1.63,-70.74,235.41,5.86
0.19,0.52,-1.52,-60.18,194.03,-30.46
0.19,0.52,-1.52,-60.18,194.03,-30.46
0.21,0.62,-1.39,-43.03,159.24,-68.05
0.21,0.62,-1.39,-43.03,159.24,-110.84
0.14,0.66,-1.22,-21.67,131.90,-110.84
-0.11,0.56,-1.16,3.23,110.35,-158.81
-0.11,0.56,-1.16,3.23,110.35,-158.81
-0.25,0.35,-1.15,34.00,97.78,-203.49
-0.25,0.35,-1.15,34.00,97.78,-203.49
-0.38,0.22,-1.15,69.64,83.19,-226.26
-0.41,0.10,-1.23,104.49,68.24,-233.22
-0.44,0.10,-1.23,104.49,68.24,-233.22
-0.46,0.02,-1.36,132.75,52.06,-231.69
-0.46,0.02,-1.36,132.75,52.06,-231.69
-0.45,-0.03,-1.47,148.86,32.47,-227.29
-0.45,-0.03,-1.47,149.05,10.62,-221.86
-0.38,-0.03,-1.58,149.05,10.62,-221.86
-0.31,0.03,-1.69,132.57,-11.90,-217.47
-0.31,0.03,-1.69,132.57,-11.90,-217.47
-0.27,0.09,-1.75,100.46,-36.80,-219.24
-0.27,0.09,-1.74,57.92,-66.83,-227.42
-0.29,0.05,-1.74,57.92,-66.83,-227.42
-0.33,0.04,-1.57,12.33,-104.68,-231.20
-0.33,0.04,-1.57,12.33,-104.68,-231.20
-0.40,0.16,-1.31,-16.85,-143.19,-223.63
-0.40,0.16,-1.12,0.49,-165.10,-200.87
-0.50,-0.05,-1.10,0.49,-165.10,-200.87
-0.46,-0.08,-1.07,16.66,-166.44,-194.46
-0.46,-0.08,-1.07,16.66,-166.44,-194.46
-0.41,-0.03,-1.02,18.62,-156.92,-189.03
-0.36,-0.05,-1.08,45.59,-145.63,-173.83
-0.36,-0.05,-1.08,45.59,-145.63,-173.83
-0.26,-0.10,-1.27,68.30,-131.04,-162.29
-0.26,-0.10,-1.27,68.30,-131.04,-146.67
-0.21,-0.16,-1.38,72.63,-128.11,-152.65
-0.19,-0.19,-1.35,61.58,-132.57,-142.70
-0.19,-0.19,-1.35,61.58,-132.57,-142.70
-0.18,-0.16,-1.21,38.02,-134.03,-135.13
-0.18,-0.16,-1.21,17.70,-131.04,-128.48
-0.15,-0.10,-1.10,17.70,-131.04,-128.48
-0.11,-0.12,-1.11,13.06,-125.61,-119.20
-0.11,-0.12,-1.11,13.06,-125.61,-119.20
-0.06,-0.17,-1.16,11.84,-120.30,-110.11
-0.03,-0.16,-1.20,3.78,-118.16,-99.67
-0.01,-0.16,-1.20,3.78,-118.16,-99.67
0.00,-0.17,-1.22,-3.36,-116.58,-88.62
0.00,-0.17,-1.22,-3.36,-116.58,-88.62
0.08,-0.16,-1.15,-9.70,-114.20,-79.65
0.08,-0.04,-1.08,-24.66,-115.36,-76.72
0.08,-0.04,-1.08,-24.66,-115.36,-76.72
0.09,-0.03,-0.98,-33.45,-111.63,-74.28
0.09,-0.03,-0.98,-22.09,-106.20,-68.73
0.08,-0.09,-0.95,-22.09,-106.20,-68.73
0.08,-0.17,-0.93,-18.98,-100.16,-61.65
0.08,-0.17,-0.93,-18.98,-100.16,-61.65
0.12,-0.19,-0.94,-18.25,-95.03,-49.32
0.12,-0.19,-0.94,-17.03,-94.12,-34.24
0.16,-0.16,-0.98,-17.03,-94.12,-34.24
0.21,-0.11,-1.01,-16.54,-95.34,-21.18
0.21,-0.11,-1.01,-16.54,-95.34,-21.18
0.23,-0.09,-1.02,-18.37,-95.64,-13.79
0.23,-0.09,-1.02,-22.89,-94.36,-11.29
0.23,-0.09,-1.02,-22.89,-94.36,-11.29
0.25,-0.10,-1.01,-31.37,-89.84,-10.68
0.25,-0.10,-1.01,-31.37,-89.84,-10.68
0.24,-0.09,-0.89,-38.15,-86.61,-7.39
0.26,-0.03,-0.83,-41.87,-81.48,-4.76
0.26,-0.03,-0.83,-41.87,-81.48,-4.76
0.30,-0.01,-0.82,-40.59,-75.13,-4.09
0.30,-0.01,-0.82,-40.59,-75.13,-3.78
0.30,0.02,-0.79,-33.69,-72.08,-3.78
0.31,0.01,-0.76,-26.37,-67.69,-5.00
0.31,0.01,-0.76,-26.37,-67.69,-5.00
0.29,-0.02,-0.75,-18.80,-61.46,-6.77
0.29,-0.02,-0.75,-18.80,-54.20,-6.71
0.29,-0.11,-0.82,-12.02,-54.20,-6.71
