accX,accY,accZ,gyrX,gyrY,gyrZ
0.13,0.97,0.11,1.34,-26.43,-0.55

-0.28,1.12,1.60,28.69,183.35,-31.92
-0.28,1.12,1.60,28.69,183.35,-31.92
-0.51,1.07,1.59,65.49,263.49,-28.38
-0.51,1.07,1.39,109.25,343.99,-17.27
-0.70,0.98,1.39,109.25,343.99,-17.27
-0.86,0.96,1.13,148.86,410.83,1.16
-0.86,0.96,1.13,148.86,410.83,1.16
-0.92,0.99,0.84,180.97,461.73,24.41
-0.92,0.99,0.84,180.97,461.73,24.41
-0.94,1.03,0.49,198.43,497.80,44.80
-0.94,1.06,0.12,200.68,518.07,58.17
-0.88,1.07,0.12,200.68,518.07,58.17
-0.82,1.01,-0.29,187.81,524.54,62.01
-0.82,1.01,-0.29,187.81,524.54,62.01
-0.59,0.95,-0.66,157.90,519.59,60.61
-0.59,0.95,-0.66,112.92,497.80,59.14
-0.28,0.98,-0.95,112.92,497.80,59.14
-0.04,0.99,-1.11,69.21,449.46,55.91
-0.04,0.99,-1.11,69.21,449.46,55.91
0.16,1.00,-1.20,32.71,384.46,51.57
0.16,1.00,-1.20,32.71,384.46,51.57
0.33,1.07,-1.28,-0.98,313.84,47.97
0.33,1.07,-1.28,-27.47,239.93,40.22
0.43,1.04,-1.37,-27.47,239.93,40.22
0.52,1.02,-1.45,-49.99,165.65,33.20
0.52,1.02,-1.45,-49.99,165.65,33.20
0.53,1.05,-1.39,-67.02,84.78,31.92
0.53,1.05,-1.39,-67.02,84.78,31.92
0.43,1.00,-1.26,-70.68,2.08,33.02
0.31,0.88,-1.18,-68.24,-69.46,36.50
0.31,0.88,-1.18,-68.24,-69.46,36.50
0.19,0.85,-1.07,-75.81,-128.30,43.82
0.19,0.85,-1.07,-75.81,-128.30,43.82
0.05,0.83,-0.88,-90.82,-175.72,51.94
0.05,0.83,-0.66,-108.34,-207.15,58.41
-0.04,0.83,-0.66,-108.34,-207.15,58.41
-0.06,0.90,-0.45,-122.74,-223.88,64.03
-0.06,0.90,-0.45,-122.74,-223.88,64.03
-0.06,1.01,-0.25,-122.13,-233.64,70.68
-0.06,1.01,-0.11,-99.91,-240.72,75.38
-0.06,1.03,-0.11,-99.91,-240.72,75.38
-0.05,1.10,0.00,-88.75,-240.17,70.19
-0.05,1.10,0.00,-88.75,-240.17,70.19
-0.04,1.15,0.11,-72.27,-232.60,63.84
-0.04,1.15,0.20,-50.05,-221.31,53.77
-0.02,1.17,0.20,-50.05,-221.31,53.77
-0.01,1.16,0.27,-25.39,-206.30,41.75
-0.01,1.16,0.27,-25.39,-206.30,41.75
-0.01,1.13,0.30,-0.61,-187.32,30.03
-0.01,1.13,0.30,20.81,-168.09,19.65
0.01,1.11,0.30,20.81,-168.09,19.65
0.01,1.09,0.29,41.14,-151.86,11.35
0.01,1.09,0.29,41.14,-151.86,11.35
0.00,1.04,0.24,59.69,-137.21,4.52
0.00,1.04,0.24,59.69,-137.21,4.52
-0.01,0.98,0.16,69.76,-123.47,-0.61
-0.01,0.98,0.16,70.56,-112.18,-2.81
-0.03,0.95,0.12,70.56,-112.18,-2.81
-0.05,0.94,0.11,64.33,-104.06,-2.38
-0.05,0.94,0.11,64.33,-104.06,-2.38
-0.05,0.94,0.10,56.09,-98.45,-0.12
-0.05,0.94,0.10,47.67,-96.19,2.99
-0.04,0.96,0.12,47.67,-96.19,2.99
-0.03,0.98,0.14,41.08,-95.28,6.10
-0.03,0.98,0.14,41.08,-95.28,6.10
-0.00,1.03,0.16,34.24,-93.32,7.81
-0.00,1.03,0.16,34.24,-93.32,7.81
0.02,1.08,0.18,27.04,-90.88,6.47
0.02,1.11,0.22,22.64,-89.84,2.38
0.02,1.11,0.22,22.64,-89.84,2.38
0.02,1.10,0.23,22.03,-87.65,-2.38
0.02,1.10,0.23,22.03,-87.65,-2.38
0.02,1.10,0.22,19.96,-81.42,-7.08
0.02,1.10,0.22,19.96,-74.58,-12.88
0.02,1.08,0.21,16.05,-74.58,-12.88
0.02,1.05,0.21,12.63,-70.07,-17.82
0.02,1.05,0.21,12.63,-70.07,-17.82
0.01,0.99,0.20,12.27,-67.32,-20.45
0.01,0.99,0.20,12.27,-67.32,-20.45
0.02,0.95,0.19,12.02,-63.23,-20.45
0.02,0.95,0.19,9.77,-58.29,-18.68
0.04,0.94,0.19,9.77,-58.29,-18.68
0.07,0.95,0.18,6.41,-55.11,-16.72
0.07,0.95,0.18,6.41,-55.11,-16.72
0.09,0.95,0.18,7.02,-57.98,-14.89
0.09,0.95,0.18,7.02,-57.98,-14.89
0.08,0.94,0.16,11.41,-62.99,-13.49
0.07,0.92,0.14,13.61,-63.90,-12.21
0.07,0.92,0.14,13.61,-63.90,-12.21
0.08,0.91,0.13,9.46,-62.19,-11.96
0.08,0.91,0.13,9.46,-62.19,-11.96
0.10,0.93,0.15,1.04,-59.33,-12.02
0.10,0.93,0.15,-4.70,-59.69,-12.27
0.10,0.97,0.19,-4.70,-59.69,-12.27
0.09,0.98,0.21,-3.42,-63.23,-13.18
0.09,0.98,0.21,-3.42,-63.23,-13.18
0.08,0.93,0.18,0.61,-63.11,-15.01
0.08,0.93,0.18,0.61,-59.02,-15.08
0.08,0.90,0.17,0.31,-59.02,-15.08
0.10,0.95,0.18,-4.82,-54.44,-13.06
0.10,0.95,0.18,-4.82,-54.44,-13.06
0.10,0.96,0.21,-4.88,-53.34,-12.27
0.10,0.96,0.21,-4.88,-53.34,-12.27
0.09,0.95,0.21,0.67,-55.11,-11.54
0.09,0.94,0.19,7.75,-55.36,-9.70
0.09,0.94,0.19,7.75,-55.36,-9.70
0.08,0.93,0.18,10.62,-53.59,-7.69
0.08,0.93,0.18,10.62,-53.59,-7.69
0.06,0.91,0.18,7.20,-48.58,-6.41
0.06,0.91,0.18,7.20,-41.56,-5.31
0.08,0.93,0.18,-0.98,-41.56,-5.31
0.09,0.95,0.20,-6.59,-39.73,-4.27
0.09,0.95,0.20,-6.59,-39.73,-4.27
0.08,0.95,0.22,-4.82,-40.71,-3.36
0.08,0.95,0.22,-4.82,-40.71,-3.36
0.08,0.95,0.21,0.00,-39.61,-1.71
0.09,0.96,0.22,2.87,-36.87,-0.49
0.09,0.96,0.22,2.87,-36.87,-0.49
0.08,0.97,0.24,2.75,-33.33,-0.55
0.08,0.97,0.24,2.75,-33.33,-0.55
0.07,0.97,0.25,1.71,-28.14,-1.71
0.07,0.97,0.25,0.00,-21.73,-3.17
0.09,0.98,0.23,0.00,-21.73,-3.17
0.09,1.00,0.23,0.37,-21.30,-3.42
0.09,1.00,0.23,0.37,-21.30,-3.42
0.07,0.99,0.23,6.71,-26.06,-3.60
0.07,0.99,0.23,6.71,-26.06,-3.66
0.08,0.97,0.21,11.23,-27.22,-3.66

-0.40,1.14,1.61,20.94,159.97,-52.55
-0.40,1.14,1.61,20.94,159.97,-52.55
-0.63,0.89,1.70,30.82,257.26,-64.94
-0.63,0.89,1.51,46.75,354.31,-55.24
-0.79,0.73,1.51,46.75,354.31,-55.24
-0.90,0.73,1.37,74.95,427.80,-27.59
-0.90,0.73,1.37,74.95,427.80,-27.59
-0.99,0.80,1.14,115.05,477.05,8.91
-0.99,0.80,1.14,115.05,477.05,40.16
-0.98,0.93,0.78,154.17,510.38,43.09
-0.89,1.01,0.33,182.62,524.60,67.26
-0.88,1.01,0.33,182.62,524.60,67.26
-0.73,1.06,-0.13,185.79,522.83,79.90
-0.73,1.06,-0.13,185.79,522.83,79.90
-0.56,1.03,-0.54,159.42,508.12,80.87
-0.56,1.03,-0.54,159.42,476.87,73.30
-0.36,0.92,-0.89,114.38,479.98,73.30
