accX,accY,accZ,gyrX,gyrY,gyrZ
0.23,0.14,0.76,-30.03,-148.80,-16.85
0.18,0.14,0.92,-13.12,-158.45,-26.18
0.18,0.14,1.08,-5.80,-157.59,-38.09
0.12,0.09,1.08,-5.80,-157.59,-38.09
0.06,0.00,1.14,0.61,-145.20,-45.10
0.06,0.00,1.14,0.61,-145.20,-45.10
0.05,-0.04,1.04,-2.56,-127.38,-46.02
0.05,-0.04,1.04,-10.13,-114.20,-43.82
0.06,-0.06,0.90,-10.13,-114.20,-43.82
0.04,-0.10,0.81,-17.76,-111.76,-41.44
0.04,-0.10,0.81,-17.76,-111.76,-41.44
-0.00,-0.12,0.80,-28.14,-115.60,-39.18
-0.00,-0.12,0.80,-40.95,-120.97,-37.11
-0.00,-0.16,0.83,-40.95,-120.97,-37.11
0.02,-0.14,1.01,-47.91,-127.01,-32.35
0.02,-0.14,1.01,-47.91,-127.01,-32.35
-0.02,-0.10,1.28,-37.66,-132.87,-24.11
-0.02,-0.07,1.46,-17.33,-130.92,-15.75
-0.07,-0.08,1.46,-17.33,-130.92,-15.75
-0.13,-0.08,1.49,-5.68,-117.61,-11.66
-0.13,-0.08,1.49,-5.68,-117.61,-11.66
-0.14,-0.13,1.29,2.14,-96.07,-9.52
-0.11,-0.15,1.06,-4.94,-78.49,-5.37
-0.11,-0.15,1.06,-4.94,-78.49,-5.37
-0.11,-0.13,0.95,-14.16,-75.32,1.16
-0.11,-0.13,0.95,-14.16,-80.20,7.51
-0.12,-0.13,0.92,-18.62,-80.20,7.51
-0.13,-0.03,1.03,-21.73,-87.52,11.54
-0.13,-0.03,1.03,-21.73,-87.52,11.54
-0.15,0.05,1.17,-18.01,-93.63,9.09
-0.15,0.05,1.17,-11.29,-93.14,2.69
-0.13,0.06,1.26,-11.29,-93.14,2.69
-0.13,0.02,1.32,-3.48,-87.52,-3.60
-0.13,0.02,1.32,-3.48,-87.52,-3.60
-0.14,0.03,1.35,6.47,-77.94,-6.35
-0.14,0.03,1.35,6.47,-64.27,-10.86
-0.13,0.06,1.32,5.25,-64.27,-10.86
-0.12,0.07,1.28,1.83,-49.19,-17.58
-0.12,0.07,1.28,1.83,-49.19,-17.58
-0.12,0.06,1.21,1.71,-37.17,-22.28
-0.12,0.06,1.21,1.71,-37.17,-26.67
-0.09,0.02,1.12,-1.22,-28.87,-26.67
-0.10,-0.03,1.07,-5.13,-25.76,-26.79
-0.10,-0.03,1.07,-5.13,-25.76,-26.79
-0.12,-0.05,1.08,-7.26,-24.72,-21.79
-0.12,-0.05,1.08,-7.26,-23.44,-15.56
-0.14,-0.04,1.12,-9.03,-23.44,-15.56
-0.16,-0.04,1.15,-8.79,-19.53,-9.16
-0.16,-0.04,1.15,-8.79,-19.53,-9.16
-0.16,-0.03,1.15,-7.20,-13.12,-4.09
-0.16,-0.03,1.15,-2.50,-7.20,1.40
-0.16,-0.03,1.15,-2.50,-7.20,1.40
-0.15,-0.03,1.12,1.77,-2.62,7.39
-0.15,-0.03,1.12,1.77,-2.62,7.39
-0.14,-0.01,1.09,3.17,1.77,11.96
-0.14,-0.01,1.09,4.39,4.21,14.83
-0.13,0.04,1.08,4.39,4.21,14.83
-0.13,0.10,1.07,5.49,5.86,14.59
-0.13,0.10,1.07,5.49,5.86,14.59
-0.12,0.13,1.01,4.88,9.22,9.09
-0.12,0.13,1.01,4.88,9.22,9.09
-0.11,0.14,0.97,2.14,11.41,0.18
-0.11,0.14,0.98,-0.12,10.56,-7.20
-0.13,0.13,0.98,-0.12,10.56,-7.20
-0.16,0.06,0.99,1.46,8.61,-12.70
-0.16,0.06,0.99,1.46,8.61,-12.70
-0.17,-0.01,1.00,1.89,8.67,-14.71
-0.17,-0.01,1.00,2.20,9.03,-11.72
-0.17,-0.07,0.99,2.20,9.03,-11.72

-0.26,0.00,2.03,3.54,55.24,24.29
-0.26,0.00,2.03,3.54,55.24,24.29
-0.35,0.09,2.30,18.31,106.26,28.75
-0.35,0.09,2.30,48.03,172.85,28.69
-0.47,0.06,2.28,48.03,172.85,28.69
-0.51,0.00,1.96,70.80,245.24,25.15
-0.51,0.00,1.96,70.80,245.24,25.15
-0.47,-0.05,1.56,84.23,303.83,24.23
-0.47,-0.05,1.56,84.23,303.83,24.23
-0.39,-0.08,1.27,87.04,338.07,29.54
-0.39,-0.05,1.00,82.52,350.10,37.41
-0.25,-0.05,1.00,82.52,350.10,37.41
-0.14,-0.06,0.78,83.68,344.97,43.88
-0.14,-0.06,0.78,83.68,344.97,43.88
-0.01,-0.07,0.61,82.21,329.41,48.71
-0.01,-0.07,0.61,66.59,308.90,50.54
0.07,-0.11,0.46,68.91,308.90,50.54
0.17,-0.14,0.39,45.47,287.41,51.27
0.17,-0.14,0.39,45.47,287.41,51.27
0.26,-0.10,0.41,17.15,266.11,51.45
0.26,-0.10,0.41,17.15,266.11,51.45
0.36,-0.07,0.40,-1.22,243.23,51.64
0.36,-0.07,0.40,-7.51,218.14,51.27
0.44,-0.01,0.36,-7.51,218.14,51.27
0.54,0.06,0.25,-4.27,185.61,48.40
0.54,0.06,0.25,-4.27,185.61,48.40
0.61,0.05,0.12,10.62,143.19,43.95
0.61,0.05,0.12,10.62,143.19,43.95
0.67,0.05,-0.01,21.55,99.00,36.56
0.67,0.05,-0.01,20.94,51.94,29.97
0.69,0.00,-0.14,20.94,51.94,29.97
0.66,0.00,-0.12,10.31,5.80,24.05
0.66,0.00,-0.12,10.31,5.80,24.05
0.61,-0.02,-0.04,-4.33,-36.25,18.19
0.61,-0.02,-0.04,-4.33,-36.25,18.19
0.56,-0.02,0.06,-16.11,-71.23,14.34
0.52,0.00,0.20,-26.86,-99.55,11.66
0.52,0.00,0.20,-26.86,-99.55,11.66
0.48,0.03,0.37,-32.65,-121.58,8.48
0.48,0.03,0.37,-32.65,-121.58,8.48
0.42,0.07,0.54,-33.51,-137.39,4.15
0.42,0.07,0.54,-30.82,-144.53,-1.95
0.36,0.08,0.65,-30.82,-144.53,-1.95
0.35,0.07,0.57,-27.16,-147.16,-8.61
0.35,0.07,0.57,-27.16,-147.16,-8.61
0.30,0.04,0.49,-23.25,-158.39,-12.21
0.30,0.04,0.49,-20.14,-175.29,-14.28
0.22,-0.01,0.49,-20.14,-175.29,-14.28
0.21,-0.01,0.54,-24.72,-186.28,-14.34
0.21,-0.01,0.54,-24.72,-186.28,-14.34
0.22,0.02,0.76,-25.45,-195.43,-10.93
0.22,0.02,0.76,-25.45,-199.46,-13.12
0.16,0.10,1.00,-25.51,-199.46,-13.12
0.14,0.12,1.09,-20.32,-190.67,-20.26
0.14,0.12,1.09,-20.32,-190.67,-20.26
0.13,0.09,1.07,-15.14,-176.57,-29.24
0.13,0.09,1.07,-15.14,-176.57,-44.86
0.11,0.07,1.09,-8.97,-165.10,-35.10
0.08,0.06,1.12,-5.92,-152.28,-39.55
0.08,0.06,1.12,-5.92,-152.28,-39.55
0.07,0.03,1.11,-7.26,-137.15,-44.37
0.07,0.03,1.11,-7.26,-137.15,-44.37
0.05,-0.00,1.12,-8.91,-123.96,-48.10
0.03,-0.05,1.13,-10.74,-111.08,-49.44
0.03,-0.05,1.13,-10.74,-111.08,-49.44
0.02,-0.11,1.11,-13.49,-97.78,-48.77
0.02,-0.11,1.11,-13.49,-97.78,-48.77
0.03,-0.13,1.08,-18.86,-87.16,-44.92
0.05,-0.10,1.01,-26.67,-82.89,-38.64
0.05,-0.10,1.01,-26.67,-82.89,-38.64
0.05,-0.09,0.99,-29.36,-86.24,-33.08
0.05,-0.09,0.99,-29.36,-86.24,-27.95
0.03,-0.10,1.06,-25.39,-92.53,-27.95
-0.01,-0.10,1.20,-22.22,-93.26,-23.32
-0.01,-0.10,1.20,-22.22,-93.26,-23.32
-0.05,-0.08,1.31,-16.30,-85.39,-19.78
-0.05,-0.08,1.31,-5.74,-71.47,-16.54
-0.07,-0.07,1.34,-5.74,-71.47,-16.54
-0.06,-0.07,1.29,3.05,-55.60,-13.61
-0.06,-0.07,1.29,3.05,-55.60,-13.61
-0.04,-0.07,1.18,8.18,-41.44,-10.13
-0.04,-0.07,1.18,9.03,-32.71,-6.35
-0.03,-0.08,1.11,9.03,-32.71,-6.35
-0.03,-0.09,1.12,5.43,-27.95,-2.87
-0.03,-0.09,1.12,5.43,-27.95,-2.87
-0.03,-0.07,1.10,0.43,-23.93,0.43
-0.03,-0.07,1.10,-5.25,-21.24,3.05
-0.02,-0.03,1.05,-5.25,-21.24,3.05
-0.00,-0.00,1.03,-8.00,-23.80,4.39
-0.00,-0.00,1.03,-8.00,-23.80,4.39
-0.01,0.04,1.08,-7.57,-29.72,4.58
-0.01,0.04,1.08,-3.42,-33.87,2.99
-0.02,0.07,1.17,-3.42,-33.87,2.99
-0.05,0.06,1.22,1.04,-31.07,-1.59
-0.05,0.06,1.22,1.04,-31.07,-1.59
-0.05,0.03,1.20,4.27,-22.58,-6.04
-0.05,0.03,1.20,4.27,-6.96,-9.03
-0.05,-0.00,1.17,5.07,-12.76,-9.03
-0.05,-0.00,1.12,1.77,-5.62,-10.07
-0.05,-0.00,1.12,1.77,-5.62,-10.07
-0.06,-0.03,1.06,0.18,-2.69,-9.16
-0.06,-0.03,1.06,0.18,-1.83,-7.39
-0.07,-0.05,1.06,-1.83,-1.83,-7.39
-0.07,-0.06,1.05,-4.82,-1.16,-5.49
-0.07,-0.06,1.05,-4.82,-1.16,-5.49
-0.06,-0.04,1.01,-7.45,-1.22,-3.17
-0.06,-0.04,1.01,-6.71,-3.78,-0.85
-0.06,-0.03,0.99,-6.71,-3.78,-0.85
-0.06,-0.03,1.01,-6.16,-6.16,0.24
-0.06,-0.03,1.01,-6.16,-6.16,0.24
-0.05,-0.03,1.04,-5.80,-7.20,0.61
-0.05,-0.03,1.04,-3.05,-6.41,1.65
-0.05,-0.02,1.05,-3.05,-6.41,1.65
-0.06,-0.01,1.04,-0.49,-5.49,2.87
-0.06,-0.01,1.04,-0.49,-5.49,2.87
-0.06,-0.01,1.02,-1.10,-4.03,2.99
-0.06,-0.01,1.01,-2.14,-1.46,2.20
-0.06,-0.01,1.01,-2.14,-1.46,2.20
-0.06,-0.02,1.02,-3.05,0.79,2.08
-0.06,-0.02,1.02,-3.05,0.79,2.08
-0.06,0.01,1.00,-2.93,2.99,2.56
-0.06,0.01,1.00,-2.62,2.08,1.89
-0.04,0.03,0.92,-2.62,2.08,1.89
-0.03,0.02,0.88,-2.14,-2.44,-0.06
-0.03,0.02,0.88,-2.14,-2.44,-0.06
-0.04,0.01,0.91,-3.78,-7.02,-1.77
-0.04,0.01,0.91,-3.78,-7.02,-3.17
-0.05,0.00,0.95,-5.31,-9.58,-3.17

-0.21,-0.02,1.93,24.84,65.12,8.67
-0.21,-0.02,1.93,24.84,65.12,8.67
-0.29,-0.01,2.03,38.02,109.25,11.96
-0.29,-0.01,2.03,52.86,163.27,13.12
-0.35,-0.04,2.02,52.86,163.27,13.12
-0.37,-0.07,1.85,63.96,222.11,14.04
-0.37,-0.07,1.85,63.96,222.11,14.04
-0.32,-0.09,1.65,73.91,272.52,18.25
-0.32,-0.09,1.65,73.91,272.52,18.25
